item_number,correct,audio_file,SetNr,TargetIns,Comp,LVL,WiT,Condition,TimeStartSec,SongNr,NewStimFileName,ItemNr
b_item961_set424_wit_lvl0_comp6_t136_song34,1,b_item961_set424_wit_lvl0_comp6_t136_song34.wav,424,Bass,6,0,wit,14,136,34,b_item961_set424_wit_lvl0_comp6_t136_song34,961
p_item3473_set436_wot_lvl0_comp4_t148_song35,2,p_item3473_set436_wot_lvl0_comp4_t148_song35.wav,436,Piano,3,0,wot,11,148,35,p_item3473_set436_wot_lvl0_comp4_t148_song35,3473
b_item3241_set1062_wit_lvl-15_comp6_t174_song35,1,b_item3241_set1062_wit_lvl-15_comp6_t174_song35.wav,1062,Bass,6,-15,wit,14,174,35,b_item3241_set1062_wit_lvl-15_comp6_t174_song35,3241
b_item3241_set1062_wit_lvl-10_comp6_t174_song35,1,b_item3241_set1062_wit_lvl-10_comp6_t174_song35.wav,1062,Bass,6,-10,wit,14,174,35,b_item3241_set1062_wit_lvl-10_comp6_t174_song35,3241
b_item3241_set1062_wit_lvl-5_comp6_t174_song35,1,b_item3241_set1062_wit_lvl-5_comp6_t174_song35.wav,1062,Bass,6,-5,wit,14,174,35,b_item3241_set1062_wit_lvl-5_comp6_t174_song35,3241
b_item3241_set1062_wit_lvl0_comp6_t174_song35,1,b_item3241_set1062_wit_lvl0_comp6_t174_song35.wav,1062,Bass,6,0,wit,14,174,35,b_item3241_set1062_wit_lvl0_comp6_t174_song35,3241
voc_item3352_set852_wit_lvl-15_comp3_t86_song36,1,voc_item3352_set852_wit_lvl-15_comp3_t86_song36.wav,852,Lead,3,-15,wit,4,86,36,voc_item3352_set852_wit_lvl-15_comp3_t86_song36,3352
voc_item3352_set852_wit_lvl-10_comp3_t86_song36,1,voc_item3352_set852_wit_lvl-10_comp3_t86_song36.wav,852,Lead,3,-10,wit,4,86,36,voc_item3352_set852_wit_lvl-10_comp3_t86_song36,3352
voc_item3352_set852_wit_lvl-5_comp3_t86_song36,1,voc_item3352_set852_wit_lvl-5_comp3_t86_song36.wav,852,Lead,3,-5,wit,4,86,36,voc_item3352_set852_wit_lvl-5_comp3_t86_song36,3352
voc_item3352_set852_wit_lvl0_comp3_t86_song36,1,voc_item3352_set852_wit_lvl0_comp3_t86_song36.wav,852,Lead,3,0,wit,4,86,36,voc_item3352_set852_wit_lvl0_comp3_t86_song36,3352
voc_item3199_set770_wot_lvl0_comp7_t214_song37,2,voc_item3199_set770_wot_lvl0_comp7_t214_song37.wav,770,Lead,6,0,wot,1,214,37,voc_item3199_set770_wot_lvl0_comp7_t214_song37,3199
git_item882_set267_wit_lvl-15_comp6_t230_song37,1,git_item882_set267_wit_lvl-15_comp6_t230_song37.wav,267,Guitar,6,-15,wit,6,230,37,git_item882_set267_wit_lvl-15_comp6_t230_song37,882
git_item882_set267_wit_lvl-10_comp6_t230_song37,1,git_item882_set267_wit_lvl-10_comp6_t230_song37.wav,267,Guitar,6,-10,wit,6,230,37,git_item882_set267_wit_lvl-10_comp6_t230_song37,882
git_item882_set267_wit_lvl-5_comp6_t230_song37,1,git_item882_set267_wit_lvl-5_comp6_t230_song37.wav,267,Guitar,6,-5,wit,6,230,37,git_item882_set267_wit_lvl-5_comp6_t230_song37,882
git_item882_set267_wit_lvl0_comp6_t230_song37,1,git_item882_set267_wit_lvl0_comp6_t230_song37.wav,267,Guitar,6,0,wit,6,230,37,git_item882_set267_wit_lvl0_comp6_t230_song37,882
b_item2486_set961_wit_lvl-15_comp6_t180_song37,1,b_item2486_set961_wit_lvl-15_comp6_t180_song37.wav,961,Bass,6,-15,wit,14,180,37,b_item2486_set961_wit_lvl-15_comp6_t180_song37,2486
b_item2486_set961_wit_lvl-10_comp6_t180_song37,1,b_item2486_set961_wit_lvl-10_comp6_t180_song37.wav,961,Bass,6,-10,wit,14,180,37,b_item2486_set961_wit_lvl-10_comp6_t180_song37,2486
b_item2486_set961_wit_lvl-5_comp6_t180_song37,1,b_item2486_set961_wit_lvl-5_comp6_t180_song37.wav,961,Bass,6,-5,wit,14,180,37,b_item2486_set961_wit_lvl-5_comp6_t180_song37,2486
b_item2486_set961_wit_lvl0_comp6_t180_song37,1,b_item2486_set961_wit_lvl0_comp6_t180_song37.wav,961,Bass,6,0,wit,14,180,37,b_item2486_set961_wit_lvl0_comp6_t180_song37,2486
git_item3724_set1064_wit_lvl-15_comp6_t194_song38,1,git_item3724_set1064_wit_lvl-15_comp6_t194_song38.wav,1064,Guitar,6,-15,wit,6,194,38,git_item3724_set1064_wit_lvl-15_comp6_t194_song38,3724
git_item3724_set1064_wit_lvl-10_comp6_t194_song38,1,git_item3724_set1064_wit_lvl-10_comp6_t194_song38.wav,1064,Guitar,6,-10,wit,6,194,38,git_item3724_set1064_wit_lvl-10_comp6_t194_song38,3724
git_item3724_set1064_wit_lvl-5_comp6_t194_song38,1,git_item3724_set1064_wit_lvl-5_comp6_t194_song38.wav,1064,Guitar,6,-5,wit,6,194,38,git_item3724_set1064_wit_lvl-5_comp6_t194_song38,3724
git_item3724_set1064_wit_lvl0_comp6_t194_song38,1,git_item3724_set1064_wit_lvl0_comp6_t194_song38.wav,1064,Guitar,6,0,wit,6,194,38,git_item3724_set1064_wit_lvl0_comp6_t194_song38,3724
voc_item2639_set536_wit_lvl-15_comp6_t172_song39,1,voc_item2639_set536_wit_lvl-15_comp6_t172_song39.wav,536,Lead,6,-15,wit,2,172,39,voc_item2639_set536_wit_lvl-15_comp6_t172_song39,2639
voc_item2639_set536_wit_lvl-10_comp6_t172_song39,1,voc_item2639_set536_wit_lvl-10_comp6_t172_song39.wav,536,Lead,6,-10,wit,2,172,39,voc_item2639_set536_wit_lvl-10_comp6_t172_song39,2639
voc_item2639_set536_wit_lvl-5_comp6_t172_song39,1,voc_item2639_set536_wit_lvl-5_comp6_t172_song39.wav,536,Lead,6,-5,wit,2,172,39,voc_item2639_set536_wit_lvl-5_comp6_t172_song39,2639
voc_item2639_set536_wit_lvl0_comp6_t172_song39,1,voc_item2639_set536_wit_lvl0_comp6_t172_song39.wav,536,Lead,6,0,wit,2,172,39,voc_item2639_set536_wit_lvl0_comp6_t172_song39,2639
git_item3230_set987_wit_lvl-15_comp6_t130_song39,1,git_item3230_set987_wit_lvl-15_comp6_t130_song39.wav,987,Guitar,6,-15,wit,6,130,39,git_item3230_set987_wit_lvl-15_comp6_t130_song39,3230
git_item3230_set987_wit_lvl-10_comp6_t130_song39,1,git_item3230_set987_wit_lvl-10_comp6_t130_song39.wav,987,Guitar,6,-10,wit,6,130,39,git_item3230_set987_wit_lvl-10_comp6_t130_song39,3230
git_item3230_set987_wit_lvl-5_comp6_t130_song39,1,git_item3230_set987_wit_lvl-5_comp6_t130_song39.wav,987,Guitar,6,-5,wit,6,130,39,git_item3230_set987_wit_lvl-5_comp6_t130_song39,3230
git_item3230_set987_wit_lvl0_comp6_t130_song39,1,git_item3230_set987_wit_lvl0_comp6_t130_song39.wav,987,Guitar,6,0,wit,6,130,39,git_item3230_set987_wit_lvl0_comp6_t130_song39,3230
p_item3562_set453_wit_lvl-15_comp6_t104_song39,1,p_item3562_set453_wit_lvl-15_comp6_t104_song39.wav,453,Piano,6,-15,wit,10,104,39,p_item3562_set453_wit_lvl-15_comp6_t104_song39,3562
p_item3562_set453_wit_lvl-10_comp6_t104_song39,1,p_item3562_set453_wit_lvl-10_comp6_t104_song39.wav,453,Piano,6,-10,wit,10,104,39,p_item3562_set453_wit_lvl-10_comp6_t104_song39,3562
p_item3562_set453_wit_lvl-5_comp6_t104_song39,1,p_item3562_set453_wit_lvl-5_comp6_t104_song39.wav,453,Piano,6,-5,wit,10,104,39,p_item3562_set453_wit_lvl-5_comp6_t104_song39,3562
p_item3562_set453_wit_lvl0_comp6_t104_song39,1,p_item3562_set453_wit_lvl0_comp6_t104_song39.wav,453,Piano,6,0,wit,10,104,39,p_item3562_set453_wit_lvl0_comp6_t104_song39,3562
p_item3787_set481_wot_lvl0_comp4_t100_song40,2,p_item3787_set481_wot_lvl0_comp4_t100_song40.wav,481,Piano,3,0,wot,11,100,40,p_item3787_set481_wot_lvl0_comp4_t100_song40,3787
p_item3703_set470_wit_lvl-15_comp3_t114_song40,1,p_item3703_set470_wit_lvl-15_comp3_t114_song40.wav,470,Piano,3,-15,wit,12,114,40,p_item3703_set470_wit_lvl-15_comp3_t114_song40,3703
p_item3703_set470_wit_lvl-10_comp3_t114_song40,1,p_item3703_set470_wit_lvl-10_comp3_t114_song40.wav,470,Piano,3,-10,wit,12,114,40,p_item3703_set470_wit_lvl-10_comp3_t114_song40,3703
p_item3703_set470_wit_lvl-5_comp3_t114_song40,1,p_item3703_set470_wit_lvl-5_comp3_t114_song40.wav,470,Piano,3,-5,wit,12,114,40,p_item3703_set470_wit_lvl-5_comp3_t114_song40,3703
p_item3703_set470_wit_lvl0_comp3_t114_song40,1,p_item3703_set470_wit_lvl0_comp3_t114_song40.wav,470,Piano,3,0,wit,12,114,40,p_item3703_set470_wit_lvl0_comp3_t114_song40,3703
git_item820_set249_wit_lvl-15_comp3_t182_song41,1,git_item820_set249_wit_lvl-15_comp3_t182_song41.wav,249,Guitar,3,-15,wit,8,182,41,git_item820_set249_wit_lvl-15_comp3_t182_song41,820
git_item820_set249_wit_lvl-10_comp3_t182_song41,1,git_item820_set249_wit_lvl-10_comp3_t182_song41.wav,249,Guitar,3,-10,wit,8,182,41,git_item820_set249_wit_lvl-10_comp3_t182_song41,820
git_item820_set249_wit_lvl-5_comp3_t182_song41,1,git_item820_set249_wit_lvl-5_comp3_t182_song41.wav,249,Guitar,3,-5,wit,8,182,41,git_item820_set249_wit_lvl-5_comp3_t182_song41,820
git_item820_set249_wit_lvl0_comp3_t182_song41,1,git_item820_set249_wit_lvl0_comp3_t182_song41.wav,249,Guitar,3,0,wit,8,182,41,git_item820_set249_wit_lvl0_comp3_t182_song41,820
b_item415_set176_wot_lvl0_comp4_t32_song41,2,b_item415_set176_wot_lvl0_comp4_t32_song41.wav,176,Bass,3,0,wot,15,32,41,b_item415_set176_wot_lvl0_comp4_t32_song41,415
p_item1924_set180_wit_lvl-15_comp3_t102_song42,1,p_item1924_set180_wit_lvl-15_comp3_t102_song42.wav,180,Piano,3,-15,wit,12,102,42,p_item1924_set180_wit_lvl-15_comp3_t102_song42,1924
p_item1924_set180_wit_lvl-10_comp3_t102_song42,1,p_item1924_set180_wit_lvl-10_comp3_t102_song42.wav,180,Piano,3,-10,wit,12,102,42,p_item1924_set180_wit_lvl-10_comp3_t102_song42,1924
p_item1924_set180_wit_lvl-5_comp3_t102_song42,1,p_item1924_set180_wit_lvl-5_comp3_t102_song42.wav,180,Piano,3,-5,wit,12,102,42,p_item1924_set180_wit_lvl-5_comp3_t102_song42,1924
p_item1924_set180_wit_lvl0_comp3_t102_song42,1,p_item1924_set180_wit_lvl0_comp3_t102_song42.wav,180,Piano,3,0,wit,12,102,42,p_item1924_set180_wit_lvl0_comp3_t102_song42,1924
git_item269_set79_wit_lvl-15_comp3_t80_song43,1,git_item269_set79_wit_lvl-15_comp3_t80_song43.wav,79,Guitar,3,-15,wit,8,80,43,git_item269_set79_wit_lvl-15_comp3_t80_song43,269
git_item269_set79_wit_lvl-10_comp3_t80_song43,1,git_item269_set79_wit_lvl-10_comp3_t80_song43.wav,79,Guitar,3,-10,wit,8,80,43,git_item269_set79_wit_lvl-10_comp3_t80_song43,269
git_item269_set79_wit_lvl-5_comp3_t80_song43,1,git_item269_set79_wit_lvl-5_comp3_t80_song43.wav,79,Guitar,3,-5,wit,8,80,43,git_item269_set79_wit_lvl-5_comp3_t80_song43,269
git_item269_set79_wit_lvl0_comp3_t80_song43,1,git_item269_set79_wit_lvl0_comp3_t80_song43.wav,79,Guitar,3,0,wit,8,80,43,git_item269_set79_wit_lvl0_comp3_t80_song43,269
git_item2195_set676_wit_lvl-15_comp3_t168_song45,1,git_item2195_set676_wit_lvl-15_comp3_t168_song45.wav,676,Guitar,3,-15,wit,8,168,45,git_item2195_set676_wit_lvl-15_comp3_t168_song45,2195
git_item2195_set676_wit_lvl-10_comp3_t168_song45,1,git_item2195_set676_wit_lvl-10_comp3_t168_song45.wav,676,Guitar,3,-10,wit,8,168,45,git_item2195_set676_wit_lvl-10_comp3_t168_song45,2195
git_item2195_set676_wit_lvl-5_comp3_t168_song45,1,git_item2195_set676_wit_lvl-5_comp3_t168_song45.wav,676,Guitar,3,-5,wit,8,168,45,git_item2195_set676_wit_lvl-5_comp3_t168_song45,2195
git_item2195_set676_wit_lvl0_comp3_t168_song45,1,git_item2195_set676_wit_lvl0_comp3_t168_song45.wav,676,Guitar,3,0,wit,8,168,45,git_item2195_set676_wit_lvl0_comp3_t168_song45,2195
b_item371_set156_wot_lvl0_comp4_t16_song47,2,b_item371_set156_wot_lvl0_comp4_t16_song47.wav,156,Bass,3,0,wot,15,16,47,b_item371_set156_wot_lvl0_comp4_t16_song47,371
voc_item594_set105_wit_lvl-15_comp6_t140_song48,1,voc_item594_set105_wit_lvl-15_comp6_t140_song48.wav,105,Lead,6,-15,wit,2,140,48,voc_item594_set105_wit_lvl-15_comp6_t140_song48,594
voc_item594_set105_wit_lvl-10_comp6_t140_song48,1,voc_item594_set105_wit_lvl-10_comp6_t140_song48.wav,105,Lead,6,-10,wit,2,140,48,voc_item594_set105_wit_lvl-10_comp6_t140_song48,594
voc_item594_set105_wit_lvl-5_comp6_t140_song48,1,voc_item594_set105_wit_lvl-5_comp6_t140_song48.wav,105,Lead,6,-5,wit,2,140,48,voc_item594_set105_wit_lvl-5_comp6_t140_song48,594
voc_item594_set105_wit_lvl0_comp6_t140_song48,1,voc_item594_set105_wit_lvl0_comp6_t140_song48.wav,105,Lead,6,0,wit,2,140,48,voc_item594_set105_wit_lvl0_comp6_t140_song48,594
voc_item181_set35_wit_lvl-15_comp6_t102_song49,1,voc_item181_set35_wit_lvl-15_comp6_t102_song49.wav,35,Lead,6,-15,wit,2,102,49,voc_item181_set35_wit_lvl-15_comp6_t102_song49,181
voc_item181_set35_wit_lvl-10_comp6_t102_song49,1,voc_item181_set35_wit_lvl-10_comp6_t102_song49.wav,35,Lead,6,-10,wit,2,102,49,voc_item181_set35_wit_lvl-10_comp6_t102_song49,181
voc_item181_set35_wit_lvl-5_comp6_t102_song49,1,voc_item181_set35_wit_lvl-5_comp6_t102_song49.wav,35,Lead,6,-5,wit,2,102,49,voc_item181_set35_wit_lvl-5_comp6_t102_song49,181
voc_item181_set35_wit_lvl0_comp6_t102_song49,1,voc_item181_set35_wit_lvl0_comp6_t102_song49.wav,35,Lead,6,0,wit,2,102,49,voc_item181_set35_wit_lvl0_comp6_t102_song49,181
b_item2934_set1004_wit_lvl-15_comp6_t138_song49,1,b_item2934_set1004_wit_lvl-15_comp6_t138_song49.wav,1004,Bass,6,-15,wit,14,138,49,b_item2934_set1004_wit_lvl-15_comp6_t138_song49,2934
b_item2934_set1004_wit_lvl-10_comp6_t138_song49,1,b_item2934_set1004_wit_lvl-10_comp6_t138_song49.wav,1004,Bass,6,-10,wit,14,138,49,b_item2934_set1004_wit_lvl-10_comp6_t138_song49,2934
b_item2934_set1004_wit_lvl-5_comp6_t138_song49,1,b_item2934_set1004_wit_lvl-5_comp6_t138_song49.wav,1004,Bass,6,-5,wit,14,138,49,b_item2934_set1004_wit_lvl-5_comp6_t138_song49,2934
b_item2934_set1004_wit_lvl0_comp6_t138_song49,1,b_item2934_set1004_wit_lvl0_comp6_t138_song49.wav,1004,Bass,6,0,wit,14,138,49,b_item2934_set1004_wit_lvl0_comp6_t138_song49,2934
voc_item180_set34_wit_lvl-15_comp3_t50_song51,1,voc_item180_set34_wit_lvl-15_comp3_t50_song51.wav,34,Lead,3,-15,wit,4,50,51,voc_item180_set34_wit_lvl-15_comp3_t50_song51,180
voc_item180_set34_wit_lvl-10_comp3_t50_song51,1,voc_item180_set34_wit_lvl-10_comp3_t50_song51.wav,34,Lead,3,-10,wit,4,50,51,voc_item180_set34_wit_lvl-10_comp3_t50_song51,180
voc_item180_set34_wit_lvl-5_comp3_t50_song51,1,voc_item180_set34_wit_lvl-5_comp3_t50_song51.wav,34,Lead,3,-5,wit,4,50,51,voc_item180_set34_wit_lvl-5_comp3_t50_song51,180
voc_item180_set34_wit_lvl0_comp3_t50_song51,1,voc_item180_set34_wit_lvl0_comp3_t50_song51.wav,34,Lead,3,0,wit,4,50,51,voc_item180_set34_wit_lvl0_comp3_t50_song51,180
voc_item3032_set693_wit_lvl-15_comp6_t70_song52,1,voc_item3032_set693_wit_lvl-15_comp6_t70_song52.wav,693,Lead,6,-15,wit,2,70,52,voc_item3032_set693_wit_lvl-15_comp6_t70_song52,3032
voc_item3032_set693_wit_lvl-10_comp6_t70_song52,1,voc_item3032_set693_wit_lvl-10_comp6_t70_song52.wav,693,Lead,6,-10,wit,2,70,52,voc_item3032_set693_wit_lvl-10_comp6_t70_song52,3032
voc_item3032_set693_wit_lvl-5_comp6_t70_song52,1,voc_item3032_set693_wit_lvl-5_comp6_t70_song52.wav,693,Lead,6,-5,wit,2,70,52,voc_item3032_set693_wit_lvl-5_comp6_t70_song52,3032
voc_item3032_set693_wit_lvl0_comp6_t70_song52,1,voc_item3032_set693_wit_lvl0_comp6_t70_song52.wav,693,Lead,6,0,wit,2,70,52,voc_item3032_set693_wit_lvl0_comp6_t70_song52,3032
voc_item253_set49_wit_lvl-15_comp6_t102_song53,1,voc_item253_set49_wit_lvl-15_comp6_t102_song53.wav,49,Lead,6,-15,wit,2,102,53,voc_item253_set49_wit_lvl-15_comp6_t102_song53,253
voc_item253_set49_wit_lvl-10_comp6_t102_song53,1,voc_item253_set49_wit_lvl-10_comp6_t102_song53.wav,49,Lead,6,-10,wit,2,102,53,voc_item253_set49_wit_lvl-10_comp6_t102_song53,253
voc_item253_set49_wit_lvl-5_comp6_t102_song53,1,voc_item253_set49_wit_lvl-5_comp6_t102_song53.wav,49,Lead,6,-5,wit,2,102,53,voc_item253_set49_wit_lvl-5_comp6_t102_song53,253
voc_item253_set49_wit_lvl0_comp6_t102_song53,1,voc_item253_set49_wit_lvl0_comp6_t102_song53.wav,49,Lead,6,0,wit,2,102,53,voc_item253_set49_wit_lvl0_comp6_t102_song53,253
p_item1033_set88_wit_lvl-15_comp6_t88_song53,1,p_item1033_set88_wit_lvl-15_comp6_t88_song53.wav,88,Piano,6,-15,wit,10,88,53,p_item1033_set88_wit_lvl-15_comp6_t88_song53,1033
p_item1033_set88_wit_lvl-10_comp6_t88_song53,1,p_item1033_set88_wit_lvl-10_comp6_t88_song53.wav,88,Piano,6,-10,wit,10,88,53,p_item1033_set88_wit_lvl-10_comp6_t88_song53,1033
p_item1033_set88_wit_lvl-5_comp6_t88_song53,1,p_item1033_set88_wit_lvl-5_comp6_t88_song53.wav,88,Piano,6,-5,wit,10,88,53,p_item1033_set88_wit_lvl-5_comp6_t88_song53,1033
p_item1033_set88_wit_lvl0_comp6_t88_song53,1,p_item1033_set88_wit_lvl0_comp6_t88_song53.wav,88,Piano,6,0,wit,10,88,53,p_item1033_set88_wit_lvl0_comp6_t88_song53,1033
p_item330_set29_wit_lvl-15_comp3_t54_song53,1,p_item330_set29_wit_lvl-15_comp3_t54_song53.wav,29,Piano,3,-15,wit,12,54,53,p_item330_set29_wit_lvl-15_comp3_t54_song53,330
p_item330_set29_wit_lvl-10_comp3_t54_song53,1,p_item330_set29_wit_lvl-10_comp3_t54_song53.wav,29,Piano,3,-10,wit,12,54,53,p_item330_set29_wit_lvl-10_comp3_t54_song53,330
p_item330_set29_wit_lvl-5_comp3_t54_song53,1,p_item330_set29_wit_lvl-5_comp3_t54_song53.wav,29,Piano,3,-5,wit,12,54,53,p_item330_set29_wit_lvl-5_comp3_t54_song53,330
p_item330_set29_wit_lvl0_comp3_t54_song53,1,p_item330_set29_wit_lvl0_comp3_t54_song53.wav,29,Piano,3,0,wit,12,54,53,p_item330_set29_wit_lvl0_comp3_t54_song53,330
b_item1770_set770_wit_lvl-15_comp6_t74_song53,1,b_item1770_set770_wit_lvl-15_comp6_t74_song53.wav,770,Bass,6,-15,wit,14,74,53,b_item1770_set770_wit_lvl-15_comp6_t74_song53,1770
b_item1770_set770_wit_lvl-10_comp6_t74_song53,1,b_item1770_set770_wit_lvl-10_comp6_t74_song53.wav,770,Bass,6,-10,wit,14,74,53,b_item1770_set770_wit_lvl-10_comp6_t74_song53,1770
b_item1770_set770_wit_lvl-5_comp6_t74_song53,1,b_item1770_set770_wit_lvl-5_comp6_t74_song53.wav,770,Bass,6,-5,wit,14,74,53,b_item1770_set770_wit_lvl-5_comp6_t74_song53,1770
b_item1770_set770_wit_lvl0_comp6_t74_song53,1,b_item1770_set770_wit_lvl0_comp6_t74_song53.wav,770,Bass,6,0,wit,14,74,53,b_item1770_set770_wit_lvl0_comp6_t74_song53,1770
b_item979_set434_wit_lvl-15_comp3_t690_song54,1,b_item979_set434_wit_lvl-15_comp3_t690_song54.wav,434,Bass,3,-15,wit,16,690,54,b_item979_set434_wit_lvl-15_comp3_t690_song54,979
b_item979_set434_wit_lvl-10_comp3_t690_song54,1,b_item979_set434_wit_lvl-10_comp3_t690_song54.wav,434,Bass,3,-10,wit,16,690,54,b_item979_set434_wit_lvl-10_comp3_t690_song54,979
b_item979_set434_wit_lvl-5_comp3_t690_song54,1,b_item979_set434_wit_lvl-5_comp3_t690_song54.wav,434,Bass,3,-5,wit,16,690,54,b_item979_set434_wit_lvl-5_comp3_t690_song54,979
b_item979_set434_wit_lvl0_comp3_t690_song54,1,b_item979_set434_wit_lvl0_comp3_t690_song54.wav,434,Bass,3,0,wit,16,690,54,b_item979_set434_wit_lvl0_comp3_t690_song54,979
voc_item1003_set177_wit_lvl-15_comp3_t218_song55,1,voc_item1003_set177_wit_lvl-15_comp3_t218_song55.wav,177,Lead,3,-15,wit,4,218,55,voc_item1003_set177_wit_lvl-15_comp3_t218_song55,1003
voc_item1003_set177_wit_lvl-10_comp3_t218_song55,1,voc_item1003_set177_wit_lvl-10_comp3_t218_song55.wav,177,Lead,3,-10,wit,4,218,55,voc_item1003_set177_wit_lvl-10_comp3_t218_song55,1003
voc_item1003_set177_wit_lvl-5_comp3_t218_song55,1,voc_item1003_set177_wit_lvl-5_comp3_t218_song55.wav,177,Lead,3,-5,wit,4,218,55,voc_item1003_set177_wit_lvl-5_comp3_t218_song55,1003
voc_item1003_set177_wit_lvl0_comp3_t218_song55,1,voc_item1003_set177_wit_lvl0_comp3_t218_song55.wav,177,Lead,3,0,wit,4,218,55,voc_item1003_set177_wit_lvl0_comp3_t218_song55,1003
voc_item2658_set544_wot_lvl0_comp4_t68_song56,2,voc_item2658_set544_wot_lvl0_comp4_t68_song56.wav,544,Lead,3,0,wot,3,68,56,voc_item2658_set544_wot_lvl0_comp4_t68_song56,2658
voc_item3038_set696_wot_lvl0_comp4_t20_song57,2,voc_item3038_set696_wot_lvl0_comp4_t20_song57.wav,696,Lead,3,0,wot,3,20,57,voc_item3038_set696_wot_lvl0_comp4_t20_song57,3038
p_item3147_set380_wot_lvl0_comp4_t124_song57,2,p_item3147_set380_wot_lvl0_comp4_t124_song57.wav,380,Piano,3,0,wot,11,124,57,p_item3147_set380_wot_lvl0_comp4_t124_song57,3147
git_item1531_set467_wot_lvl0_comp4_t186_song58,2,git_item1531_set467_wot_lvl0_comp4_t186_song58.wav,467,Guitar,3,0,wot,7,186,58,git_item1531_set467_wot_lvl0_comp4_t186_song58,1531
voc_item2006_set345_wot_lvl0_comp4_t4_song59,2,voc_item2006_set345_wot_lvl0_comp4_t4_song59.wav,345,Lead,3,0,wot,3,4,59,voc_item2006_set345_wot_lvl0_comp4_t4_song59,2006
b_item1330_set580_wot_lvl0_comp4_t12_song60,2,b_item1330_set580_wot_lvl0_comp4_t12_song60.wav,580,Bass,3,0,wot,15,12,60,b_item1330_set580_wot_lvl0_comp4_t12_song60,1330
p_item2919_set322_wot_lvl0_comp4_t26_song61,2,p_item2919_set322_wot_lvl0_comp4_t26_song61.wav,322,Piano,3,0,wot,11,26,61,p_item2919_set322_wot_lvl0_comp4_t26_song61,2919
voc_item156_set29_wot_lvl0_comp4_t6_song62,2,voc_item156_set29_wot_lvl0_comp4_t6_song62.wav,29,Lead,3,0,wot,3,6,62,voc_item156_set29_wot_lvl0_comp4_t6_song62,156
p_item909_set74_wot_lvl0_comp4_t90_song63,2,p_item909_set74_wot_lvl0_comp4_t90_song63.wav,74,Piano,3,0,wot,11,90,63,p_item909_set74_wot_lvl0_comp4_t90_song63,909
git_item1490_set453_wit_lvl-15_comp3_t32_song64,1,git_item1490_set453_wit_lvl-15_comp3_t32_song64.wav,453,Guitar,3,-15,wit,8,32,64,git_item1490_set453_wit_lvl-15_comp3_t32_song64,1490
git_item1490_set453_wit_lvl-10_comp3_t32_song64,1,git_item1490_set453_wit_lvl-10_comp3_t32_song64.wav,453,Guitar,3,-10,wit,8,32,64,git_item1490_set453_wit_lvl-10_comp3_t32_song64,1490
git_item1490_set453_wit_lvl-5_comp3_t32_song64,1,git_item1490_set453_wit_lvl-5_comp3_t32_song64.wav,453,Guitar,3,-5,wit,8,32,64,git_item1490_set453_wit_lvl-5_comp3_t32_song64,1490
git_item1490_set453_wit_lvl0_comp3_t32_song64,1,git_item1490_set453_wit_lvl0_comp3_t32_song64.wav,453,Guitar,3,0,wit,8,32,64,git_item1490_set453_wit_lvl0_comp3_t32_song64,1490
voc_item146_set26_wot_lvl0_comp4_t6_song65,2,voc_item146_set26_wot_lvl0_comp4_t6_song65.wav,26,Lead,3,0,wot,3,6,65,voc_item146_set26_wot_lvl0_comp4_t6_song65,146
b_item1751_set764_wot_lvl0_comp4_t64_song66,2,b_item1751_set764_wot_lvl0_comp4_t64_song66.wav,764,Bass,3,0,wot,15,64,66,b_item1751_set764_wot_lvl0_comp4_t64_song66,1751
b_item2125_set895_wit_lvl-15_comp3_t16_song68,1,b_item2125_set895_wit_lvl-15_comp3_t16_song68.wav,895,Bass,3,-15,wit,16,16,68,b_item2125_set895_wit_lvl-15_comp3_t16_song68,2125
b_item2125_set895_wit_lvl-10_comp3_t16_song68,1,b_item2125_set895_wit_lvl-10_comp3_t16_song68.wav,895,Bass,3,-10,wit,16,16,68,b_item2125_set895_wit_lvl-10_comp3_t16_song68,2125
b_item2125_set895_wit_lvl-5_comp3_t16_song68,1,b_item2125_set895_wit_lvl-5_comp3_t16_song68.wav,895,Bass,3,-5,wit,16,16,68,b_item2125_set895_wit_lvl-5_comp3_t16_song68,2125
b_item2125_set895_wit_lvl0_comp3_t16_song68,1,b_item2125_set895_wit_lvl0_comp3_t16_song68.wav,895,Bass,3,0,wit,16,16,68,b_item2125_set895_wit_lvl0_comp3_t16_song68,2125
b_item149_set66_wot_lvl0_comp4_t82_song69,2,b_item149_set66_wot_lvl0_comp4_t82_song69.wav,66,Bass,3,0,wot,15,82,69,b_item149_set66_wot_lvl0_comp4_t82_song69,149
b_item70_set37_wot_lvl0_comp4_t70_song70,2,b_item70_set37_wot_lvl0_comp4_t70_song70.wav,37,Bass,3,0,wot,15,70,70,b_item70_set37_wot_lvl0_comp4_t70_song70,70
voc_item1261_set217_wit_lvl-15_comp3_t38_song71,1,voc_item1261_set217_wit_lvl-15_comp3_t38_song71.wav,217,Lead,3,-15,wit,4,38,71,voc_item1261_set217_wit_lvl-15_comp3_t38_song71,1261
voc_item1261_set217_wit_lvl-10_comp3_t38_song71,1,voc_item1261_set217_wit_lvl-10_comp3_t38_song71.wav,217,Lead,3,-10,wit,4,38,71,voc_item1261_set217_wit_lvl-10_comp3_t38_song71,1261
