item_number,correct,audio_file,SetNr,TargetIns,Comp,LVL,WiT,Condition,TimeStartSec,SongNr,NewStimFileName,ItemNr
voc_item1261_set217_wit_lvl-5_comp3_t38_song71,1,voc_item1261_set217_wit_lvl-5_comp3_t38_song71.wav,217,Lead,3,-5,wit,4,38,71,voc_item1261_set217_wit_lvl-5_comp3_t38_song71,1261
voc_item1261_set217_wit_lvl0_comp3_t38_song71,1,voc_item1261_set217_wit_lvl0_comp3_t38_song71.wav,217,Lead,3,0,wit,4,38,71,voc_item1261_set217_wit_lvl0_comp3_t38_song71,1261
git_item1514_set462_wot_lvl0_comp4_t14_song71,2,git_item1514_set462_wot_lvl0_comp4_t14_song71.wav,462,Guitar,3,0,wot,7,14,71,git_item1514_set462_wot_lvl0_comp4_t14_song71,1514
git_item808_set246_wot_lvl0_comp4_t6_song72,2,git_item808_set246_wot_lvl0_comp4_t6_song72.wav,246,Guitar,3,0,wot,7,6,72,git_item808_set246_wot_lvl0_comp4_t6_song72,808
b_item282_set119_wot_lvl0_comp4_t52_song73,2,b_item282_set119_wot_lvl0_comp4_t52_song73.wav,119,Bass,3,0,wot,15,52,73,b_item282_set119_wot_lvl0_comp4_t52_song73,282
b_item1860_set811_wot_lvl0_comp4_t54_song74,2,b_item1860_set811_wot_lvl0_comp4_t54_song74.wav,811,Bass,3,0,wot,15,54,74,b_item1860_set811_wot_lvl0_comp4_t54_song74,1860
voc_item1383_set232_wot_lvl0_comp4_t16_song75,2,voc_item1383_set232_wot_lvl0_comp4_t16_song75.wav,232,Lead,3,0,wot,3,16,75,voc_item1383_set232_wot_lvl0_comp4_t16_song75,1383
git_item665_set208_wot_lvl0_comp4_t4_song76,2,git_item665_set208_wot_lvl0_comp4_t4_song76.wav,208,Guitar,3,0,wot,7,4,76,git_item665_set208_wot_lvl0_comp4_t4_song76,665
git_item568_set183_wot_lvl0_comp4_t6_song77,2,git_item568_set183_wot_lvl0_comp4_t6_song77.wav,183,Guitar,3,0,wot,7,6,77,git_item568_set183_wot_lvl0_comp4_t6_song77,568
git_item1263_set382_wot_lvl0_comp4_t6_song78,2,git_item1263_set382_wot_lvl0_comp4_t6_song78.wav,382,Guitar,3,0,wot,7,6,78,git_item1263_set382_wot_lvl0_comp4_t6_song78,1263
b_item358_set150_wit_lvl-15_comp3_t8_song79,1,b_item358_set150_wit_lvl-15_comp3_t8_song79.wav,150,Bass,3,-15,wit,16,8,79,b_item358_set150_wit_lvl-15_comp3_t8_song79,358
b_item358_set150_wit_lvl-10_comp3_t8_song79,1,b_item358_set150_wit_lvl-10_comp3_t8_song79.wav,150,Bass,3,-10,wit,16,8,79,b_item358_set150_wit_lvl-10_comp3_t8_song79,358
b_item358_set150_wit_lvl-5_comp3_t8_song79,1,b_item358_set150_wit_lvl-5_comp3_t8_song79.wav,150,Bass,3,-5,wit,16,8,79,b_item358_set150_wit_lvl-5_comp3_t8_song79,358
b_item358_set150_wit_lvl0_comp3_t8_song79,1,b_item358_set150_wit_lvl0_comp3_t8_song79.wav,150,Bass,3,0,wit,16,8,79,b_item358_set150_wit_lvl0_comp3_t8_song79,358
b_item811_set364_wit_lvl-15_comp3_t18_song80,1,b_item811_set364_wit_lvl-15_comp3_t18_song80.wav,364,Bass,3,-15,wit,16,18,80,b_item811_set364_wit_lvl-15_comp3_t18_song80,811
b_item811_set364_wit_lvl-10_comp3_t18_song80,1,b_item811_set364_wit_lvl-10_comp3_t18_song80.wav,364,Bass,3,-10,wit,16,18,80,b_item811_set364_wit_lvl-10_comp3_t18_song80,811
b_item811_set364_wit_lvl-5_comp3_t18_song80,1,b_item811_set364_wit_lvl-5_comp3_t18_song80.wav,364,Bass,3,-5,wit,16,18,80,b_item811_set364_wit_lvl-5_comp3_t18_song80,811
b_item811_set364_wit_lvl0_comp3_t18_song80,1,b_item811_set364_wit_lvl0_comp3_t18_song80.wav,364,Bass,3,0,wit,16,18,80,b_item811_set364_wit_lvl0_comp3_t18_song80,811
p_item2818_set302_wot_lvl0_comp4_t66_song81,2,p_item2818_set302_wot_lvl0_comp4_t66_song81.wav,302,Piano,3,0,wot,11,66,81,p_item2818_set302_wot_lvl0_comp4_t66_song81,2818
p_item1570_set144_wit_lvl-15_comp3_t46_song81,1,p_item1570_set144_wit_lvl-15_comp3_t46_song81.wav,144,Piano,3,-15,wit,12,46,81,p_item1570_set144_wit_lvl-15_comp3_t46_song81,1570
p_item1570_set144_wit_lvl-10_comp3_t46_song81,1,p_item1570_set144_wit_lvl-10_comp3_t46_song81.wav,144,Piano,3,-10,wit,12,46,81,p_item1570_set144_wit_lvl-10_comp3_t46_song81,1570
p_item1570_set144_wit_lvl-5_comp3_t46_song81,1,p_item1570_set144_wit_lvl-5_comp3_t46_song81.wav,144,Piano,3,-5,wit,12,46,81,p_item1570_set144_wit_lvl-5_comp3_t46_song81,1570
p_item1570_set144_wit_lvl0_comp3_t46_song81,1,p_item1570_set144_wit_lvl0_comp3_t46_song81.wav,144,Piano,3,0,wit,12,46,81,p_item1570_set144_wit_lvl0_comp3_t46_song81,1570
b_item626_set268_wit_lvl-15_comp3_t10_song82,1,b_item626_set268_wit_lvl-15_comp3_t10_song82.wav,268,Bass,3,-15,wit,16,10,82,b_item626_set268_wit_lvl-15_comp3_t10_song82,626
b_item626_set268_wit_lvl-10_comp3_t10_song82,1,b_item626_set268_wit_lvl-10_comp3_t10_song82.wav,268,Bass,3,-10,wit,16,10,82,b_item626_set268_wit_lvl-10_comp3_t10_song82,626
b_item626_set268_wit_lvl-5_comp3_t10_song82,1,b_item626_set268_wit_lvl-5_comp3_t10_song82.wav,268,Bass,3,-5,wit,16,10,82,b_item626_set268_wit_lvl-5_comp3_t10_song82,626
b_item626_set268_wit_lvl0_comp3_t10_song82,1,b_item626_set268_wit_lvl0_comp3_t10_song82.wav,268,Bass,3,0,wit,16,10,82,b_item626_set268_wit_lvl0_comp3_t10_song82,626
p_item2885_set313_wot_lvl0_comp7_t104_song83,2,p_item2885_set313_wot_lvl0_comp7_t104_song83.wav,313,Piano,6,0,wot,9,104,83,p_item2885_set313_wot_lvl0_comp7_t104_song83,2885
p_item1523_set139_wit_lvl-15_comp6_t152_song83,1,p_item1523_set139_wit_lvl-15_comp6_t152_song83.wav,139,Piano,6,-15,wit,10,152,83,p_item1523_set139_wit_lvl-15_comp6_t152_song83,1523
p_item1523_set139_wit_lvl-10_comp6_t152_song83,1,p_item1523_set139_wit_lvl-10_comp6_t152_song83.wav,139,Piano,6,-10,wit,10,152,83,p_item1523_set139_wit_lvl-10_comp6_t152_song83,1523
p_item1523_set139_wit_lvl-5_comp6_t152_song83,1,p_item1523_set139_wit_lvl-5_comp6_t152_song83.wav,139,Piano,6,-5,wit,10,152,83,p_item1523_set139_wit_lvl-5_comp6_t152_song83,1523
p_item1523_set139_wit_lvl0_comp6_t152_song83,1,p_item1523_set139_wit_lvl0_comp6_t152_song83.wav,139,Piano,6,0,wit,10,152,83,p_item1523_set139_wit_lvl0_comp6_t152_song83,1523
b_item2234_set922_wot_lvl0_comp7_t110_song83,2,b_item2234_set922_wot_lvl0_comp7_t110_song83.wav,922,Bass,6,0,wot,13,110,83,b_item2234_set922_wot_lvl0_comp7_t110_song83,2234
b_item3683_set1169_wit_lvl-15_comp6_t210_song84,1,b_item3683_set1169_wit_lvl-15_comp6_t210_song84.wav,1169,Bass,6,-15,wit,14,210,84,b_item3683_set1169_wit_lvl-15_comp6_t210_song84,3683
b_item3683_set1169_wit_lvl-10_comp6_t210_song84,1,b_item3683_set1169_wit_lvl-10_comp6_t210_song84.wav,1169,Bass,6,-10,wit,14,210,84,b_item3683_set1169_wit_lvl-10_comp6_t210_song84,3683
b_item3683_set1169_wit_lvl-5_comp6_t210_song84,1,b_item3683_set1169_wit_lvl-5_comp6_t210_song84.wav,1169,Bass,6,-5,wit,14,210,84,b_item3683_set1169_wit_lvl-5_comp6_t210_song84,3683
b_item3683_set1169_wit_lvl0_comp6_t210_song84,1,b_item3683_set1169_wit_lvl0_comp6_t210_song84.wav,1169,Bass,6,0,wit,14,210,84,b_item3683_set1169_wit_lvl0_comp6_t210_song84,3683
voc_item9_set3_wot_lvl0_comp4_t68_song85,2,voc_item9_set3_wot_lvl0_comp4_t68_song85.wav,3,Lead,3,0,wot,3,68,85,voc_item9_set3_wot_lvl0_comp4_t68_song85,9
voc_item1578_set270_wit_lvl-15_comp3_t154_song86,1,voc_item1578_set270_wit_lvl-15_comp3_t154_song86.wav,270,Lead,3,-15,wit,4,154,86,voc_item1578_set270_wit_lvl-15_comp3_t154_song86,1578
voc_item1578_set270_wit_lvl-10_comp3_t154_song86,1,voc_item1578_set270_wit_lvl-10_comp3_t154_song86.wav,270,Lead,3,-10,wit,4,154,86,voc_item1578_set270_wit_lvl-10_comp3_t154_song86,1578
voc_item1578_set270_wit_lvl-5_comp3_t154_song86,1,voc_item1578_set270_wit_lvl-5_comp3_t154_song86.wav,270,Lead,3,-5,wit,4,154,86,voc_item1578_set270_wit_lvl-5_comp3_t154_song86,1578
voc_item1578_set270_wit_lvl0_comp3_t154_song86,1,voc_item1578_set270_wit_lvl0_comp3_t154_song86.wav,270,Lead,3,0,wit,4,154,86,voc_item1578_set270_wit_lvl0_comp3_t154_song86,1578
voc_item3510_set924_wit_lvl-15_comp3_t120_song87,1,voc_item3510_set924_wit_lvl-15_comp3_t120_song87.wav,924,Lead,3,-15,wit,4,120,87,voc_item3510_set924_wit_lvl-15_comp3_t120_song87,3510
voc_item3510_set924_wit_lvl-10_comp3_t120_song87,1,voc_item3510_set924_wit_lvl-10_comp3_t120_song87.wav,924,Lead,3,-10,wit,4,120,87,voc_item3510_set924_wit_lvl-10_comp3_t120_song87,3510
voc_item3510_set924_wit_lvl-5_comp3_t120_song87,1,voc_item3510_set924_wit_lvl-5_comp3_t120_song87.wav,924,Lead,3,-5,wit,4,120,87,voc_item3510_set924_wit_lvl-5_comp3_t120_song87,3510
voc_item3510_set924_wit_lvl0_comp3_t120_song87,1,voc_item3510_set924_wit_lvl0_comp3_t120_song87.wav,924,Lead,3,0,wit,4,120,87,voc_item3510_set924_wit_lvl0_comp3_t120_song87,3510
git_item1927_set585_wit_lvl-15_comp6_t158_song87,1,git_item1927_set585_wit_lvl-15_comp6_t158_song87.wav,585,Guitar,6,-15,wit,6,158,87,git_item1927_set585_wit_lvl-15_comp6_t158_song87,1927
git_item1927_set585_wit_lvl-10_comp6_t158_song87,1,git_item1927_set585_wit_lvl-10_comp6_t158_song87.wav,585,Guitar,6,-10,wit,6,158,87,git_item1927_set585_wit_lvl-10_comp6_t158_song87,1927
git_item1927_set585_wit_lvl-5_comp6_t158_song87,1,git_item1927_set585_wit_lvl-5_comp6_t158_song87.wav,585,Guitar,6,-5,wit,6,158,87,git_item1927_set585_wit_lvl-5_comp6_t158_song87,1927
git_item1927_set585_wit_lvl0_comp6_t158_song87,1,git_item1927_set585_wit_lvl0_comp6_t158_song87.wav,585,Guitar,6,0,wit,6,158,87,git_item1927_set585_wit_lvl0_comp6_t158_song87,1927
git_item1553_set474_wit_lvl-15_comp3_t0_song92,1,git_item1553_set474_wit_lvl-15_comp3_t0_song92.wav,474,Guitar,3,-15,wit,8,0,92,git_item1553_set474_wit_lvl-15_comp3_t0_song92,1553
git_item1553_set474_wit_lvl-10_comp3_t0_song92,1,git_item1553_set474_wit_lvl-10_comp3_t0_song92.wav,474,Guitar,3,-10,wit,8,0,92,git_item1553_set474_wit_lvl-10_comp3_t0_song92,1553
git_item1553_set474_wit_lvl-5_comp3_t0_song92,1,git_item1553_set474_wit_lvl-5_comp3_t0_song92.wav,474,Guitar,3,-5,wit,8,0,92,git_item1553_set474_wit_lvl-5_comp3_t0_song92,1553
git_item1553_set474_wit_lvl0_comp3_t0_song92,1,git_item1553_set474_wit_lvl0_comp3_t0_song92.wav,474,Guitar,3,0,wit,8,0,92,git_item1553_set474_wit_lvl0_comp3_t0_song92,1553
voc_item1535_set258_wit_lvl-15_comp3_t52_song93,1,voc_item1535_set258_wit_lvl-15_comp3_t52_song93.wav,258,Lead,3,-15,wit,4,52,93,voc_item1535_set258_wit_lvl-15_comp3_t52_song93,1535
voc_item1535_set258_wit_lvl-10_comp3_t52_song93,1,voc_item1535_set258_wit_lvl-10_comp3_t52_song93.wav,258,Lead,3,-10,wit,4,52,93,voc_item1535_set258_wit_lvl-10_comp3_t52_song93,1535
voc_item1535_set258_wit_lvl-5_comp3_t52_song93,1,voc_item1535_set258_wit_lvl-5_comp3_t52_song93.wav,258,Lead,3,-5,wit,4,52,93,voc_item1535_set258_wit_lvl-5_comp3_t52_song93,1535
voc_item1535_set258_wit_lvl0_comp3_t52_song93,1,voc_item1535_set258_wit_lvl0_comp3_t52_song93.wav,258,Lead,3,0,wit,4,52,93,voc_item1535_set258_wit_lvl0_comp3_t52_song93,1535
p_item2516_set248_wot_lvl0_comp4_t100_song93,2,p_item2516_set248_wot_lvl0_comp4_t100_song93.wav,248,Piano,3,0,wot,11,100,93,p_item2516_set248_wot_lvl0_comp4_t100_song93,2516
voc_item2713_set565_wot_lvl0_comp4_t134_song95,2,voc_item2713_set565_wot_lvl0_comp4_t134_song95.wav,565,Lead,3,0,wot,3,134,95,voc_item2713_set565_wot_lvl0_comp4_t134_song95,2713
git_item100_set28_wot_lvl0_comp4_t12_song96,2,git_item100_set28_wot_lvl0_comp4_t12_song96.wav,28,Guitar,3,0,wot,7,12,96,git_item100_set28_wot_lvl0_comp4_t12_song96,100
voc_item2577_set518_wit_lvl-15_comp6_t46_song97,1,voc_item2577_set518_wit_lvl-15_comp6_t46_song97.wav,518,Lead,6,-15,wit,2,46,97,voc_item2577_set518_wit_lvl-15_comp6_t46_song97,2577
voc_item2577_set518_wit_lvl-10_comp6_t46_song97,1,voc_item2577_set518_wit_lvl-10_comp6_t46_song97.wav,518,Lead,6,-10,wit,2,46,97,voc_item2577_set518_wit_lvl-10_comp6_t46_song97,2577
voc_item2577_set518_wit_lvl-5_comp6_t46_song97,1,voc_item2577_set518_wit_lvl-5_comp6_t46_song97.wav,518,Lead,6,-5,wit,2,46,97,voc_item2577_set518_wit_lvl-5_comp6_t46_song97,2577
voc_item2577_set518_wit_lvl0_comp6_t46_song97,1,voc_item2577_set518_wit_lvl0_comp6_t46_song97.wav,518,Lead,6,0,wit,2,46,97,voc_item2577_set518_wit_lvl0_comp6_t46_song97,2577
p_item3423_set428_wot_lvl0_comp7_t226_song97,2,p_item3423_set428_wot_lvl0_comp7_t226_song97.wav,428,Piano,6,0,wot,9,226,97,p_item3423_set428_wot_lvl0_comp7_t226_song97,3423
p_item1231_set109_wot_lvl0_comp7_t250_song97,2,p_item1231_set109_wot_lvl0_comp7_t250_song97.wav,109,Piano,6,0,wot,9,250,97,p_item1231_set109_wot_lvl0_comp7_t250_song97,1231
b_item1926_set833_wot_lvl0_comp7_t252_song97,2,b_item1926_set833_wot_lvl0_comp7_t252_song97.wav,833,Bass,6,0,wot,13,252,97,b_item1926_set833_wot_lvl0_comp7_t252_song97,1926
b_item1693_set741_wit_lvl-15_comp3_t350_song98,1,b_item1693_set741_wit_lvl-15_comp3_t350_song98.wav,741,Bass,3,-15,wit,16,350,98,b_item1693_set741_wit_lvl-15_comp3_t350_song98,1693
b_item1693_set741_wit_lvl-10_comp3_t350_song98,1,b_item1693_set741_wit_lvl-10_comp3_t350_song98.wav,741,Bass,3,-10,wit,16,350,98,b_item1693_set741_wit_lvl-10_comp3_t350_song98,1693
b_item1693_set741_wit_lvl-5_comp3_t350_song98,1,b_item1693_set741_wit_lvl-5_comp3_t350_song98.wav,741,Bass,3,-5,wit,16,350,98,b_item1693_set741_wit_lvl-5_comp3_t350_song98,1693
b_item1693_set741_wit_lvl0_comp3_t350_song98,1,b_item1693_set741_wit_lvl0_comp3_t350_song98.wav,741,Bass,3,0,wit,16,350,98,b_item1693_set741_wit_lvl0_comp3_t350_song98,1693
b_item876_set387_wit_lvl-15_comp3_t234_song99,1,b_item876_set387_wit_lvl-15_comp3_t234_song99.wav,387,Bass,3,-15,wit,16,234,99,b_item876_set387_wit_lvl-15_comp3_t234_song99,876
b_item876_set387_wit_lvl-10_comp3_t234_song99,1,b_item876_set387_wit_lvl-10_comp3_t234_song99.wav,387,Bass,3,-10,wit,16,234,99,b_item876_set387_wit_lvl-10_comp3_t234_song99,876
b_item876_set387_wit_lvl-5_comp3_t234_song99,1,b_item876_set387_wit_lvl-5_comp3_t234_song99.wav,387,Bass,3,-5,wit,16,234,99,b_item876_set387_wit_lvl-5_comp3_t234_song99,876
b_item876_set387_wit_lvl0_comp3_t234_song99,1,b_item876_set387_wit_lvl0_comp3_t234_song99.wav,387,Bass,3,0,wit,16,234,99,b_item876_set387_wit_lvl0_comp3_t234_song99,876
b_item333_set137_wit_lvl-15_comp3_t148_song100,1,b_item333_set137_wit_lvl-15_comp3_t148_song100.wav,137,Bass,3,-15,wit,16,148,100,b_item333_set137_wit_lvl-15_comp3_t148_song100,333
b_item333_set137_wit_lvl-10_comp3_t148_song100,1,b_item333_set137_wit_lvl-10_comp3_t148_song100.wav,137,Bass,3,-10,wit,16,148,100,b_item333_set137_wit_lvl-10_comp3_t148_song100,333
b_item333_set137_wit_lvl-5_comp3_t148_song100,1,b_item333_set137_wit_lvl-5_comp3_t148_song100.wav,137,Bass,3,-5,wit,16,148,100,b_item333_set137_wit_lvl-5_comp3_t148_song100,333
b_item333_set137_wit_lvl0_comp3_t148_song100,1,b_item333_set137_wit_lvl0_comp3_t148_song100.wav,137,Bass,3,0,wit,16,148,100,b_item333_set137_wit_lvl0_comp3_t148_song100,333
voc_item2601_set521_wot_lvl0_comp7_t198_song101,2,voc_item2601_set521_wot_lvl0_comp7_t198_song101.wav,521,Lead,6,0,wot,1,198,101,voc_item2601_set521_wot_lvl0_comp7_t198_song101,2601
git_item3131_set976_wit_lvl-15_comp6_t226_song101,1,git_item3131_set976_wit_lvl-15_comp6_t226_song101.wav,976,Guitar,6,-15,wit,6,226,101,git_item3131_set976_wit_lvl-15_comp6_t226_song101,3131
git_item3131_set976_wit_lvl-10_comp6_t226_song101,1,git_item3131_set976_wit_lvl-10_comp6_t226_song101.wav,976,Guitar,6,-10,wit,6,226,101,git_item3131_set976_wit_lvl-10_comp6_t226_song101,3131
git_item3131_set976_wit_lvl-5_comp6_t226_song101,1,git_item3131_set976_wit_lvl-5_comp6_t226_song101.wav,976,Guitar,6,-5,wit,6,226,101,git_item3131_set976_wit_lvl-5_comp6_t226_song101,3131
git_item3131_set976_wit_lvl0_comp6_t226_song101,1,git_item3131_set976_wit_lvl0_comp6_t226_song101.wav,976,Guitar,6,0,wit,6,226,101,git_item3131_set976_wit_lvl0_comp6_t226_song101,3131
b_item3427_set1102_wot_lvl0_comp7_t216_song101,2,b_item3427_set1102_wot_lvl0_comp7_t216_song101.wav,1102,Bass,6,0,wot,13,216,101,b_item3427_set1102_wot_lvl0_comp7_t216_song101,3427
voc_item3455_set902_wot_lvl0_comp7_t142_song102,2,voc_item3455_set902_wot_lvl0_comp7_t142_song102.wav,902,Lead,6,0,wot,1,142,102,voc_item3455_set902_wot_lvl0_comp7_t142_song102,3455
p_item3100_set362_wot_lvl0_comp7_t272_song102,2,p_item3100_set362_wot_lvl0_comp7_t272_song102.wav,362,Piano,6,0,wot,9,272,102,p_item3100_set362_wot_lvl0_comp7_t272_song102,3100
b_item3691_set1173_wot_lvl0_comp7_t130_song102,2,b_item3691_set1173_wot_lvl0_comp7_t130_song102.wav,1173,Bass,6,0,wot,13,130,102,b_item3691_set1173_wot_lvl0_comp7_t130_song102,3691
p_item1573_set145_wot_lvl0_comp7_t198_song103,2,p_item1573_set145_wot_lvl0_comp7_t198_song103.wav,145,Piano,6,0,wot,9,198,103,p_item1573_set145_wot_lvl0_comp7_t198_song103,1573
p_item802_set60_wit_lvl-15_comp6_t120_song103,1,p_item802_set60_wit_lvl-15_comp6_t120_song103.wav,60,Piano,6,-15,wit,10,120,103,p_item802_set60_wit_lvl-15_comp6_t120_song103,802
p_item3300_set407_wit_lvl-15_comp6_t130_song103,1,p_item3300_set407_wit_lvl-15_comp6_t130_song103.wav,407,Piano,6,-15,wit,10,130,103,p_item3300_set407_wit_lvl-15_comp6_t130_song103,3300
p_item802_set60_wit_lvl-10_comp6_t120_song103,1,p_item802_set60_wit_lvl-10_comp6_t120_song103.wav,60,Piano,6,-10,wit,10,120,103,p_item802_set60_wit_lvl-10_comp6_t120_song103,802
p_item3300_set407_wit_lvl-10_comp6_t130_song103,1,p_item3300_set407_wit_lvl-10_comp6_t130_song103.wav,407,Piano,6,-10,wit,10,130,103,p_item3300_set407_wit_lvl-10_comp6_t130_song103,3300
p_item802_set60_wit_lvl-5_comp6_t120_song103,1,p_item802_set60_wit_lvl-5_comp6_t120_song103.wav,60,Piano,6,-5,wit,10,120,103,p_item802_set60_wit_lvl-5_comp6_t120_song103,802
p_item3300_set407_wit_lvl-5_comp6_t130_song103,1,p_item3300_set407_wit_lvl-5_comp6_t130_song103.wav,407,Piano,6,-5,wit,10,130,103,p_item3300_set407_wit_lvl-5_comp6_t130_song103,3300
p_item802_set60_wit_lvl0_comp6_t120_song103,1,p_item802_set60_wit_lvl0_comp6_t120_song103.wav,60,Piano,6,0,wit,10,120,103,p_item802_set60_wit_lvl0_comp6_t120_song103,802
p_item3300_set407_wit_lvl0_comp6_t130_song103,1,p_item3300_set407_wit_lvl0_comp6_t130_song103.wav,407,Piano,6,0,wit,10,130,103,p_item3300_set407_wit_lvl0_comp6_t130_song103,3300
p_item3062_set354_wot_lvl0_comp7_t228_song104,2,p_item3062_set354_wot_lvl0_comp7_t228_song104.wav,354,Piano,6,0,wot,9,228,104,p_item3062_set354_wot_lvl0_comp7_t228_song104,3062
p_item3775_set480_wit_lvl-15_comp3_t122_song104,1,p_item3775_set480_wit_lvl-15_comp3_t122_song104.wav,480,Piano,3,-15,wit,12,122,104,p_item3775_set480_wit_lvl-15_comp3_t122_song104,3775
p_item3775_set480_wit_lvl-10_comp3_t122_song104,1,p_item3775_set480_wit_lvl-10_comp3_t122_song104.wav,480,Piano,3,-10,wit,12,122,104,p_item3775_set480_wit_lvl-10_comp3_t122_song104,3775
p_item3775_set480_wit_lvl-5_comp3_t122_song104,1,p_item3775_set480_wit_lvl-5_comp3_t122_song104.wav,480,Piano,3,-5,wit,12,122,104,p_item3775_set480_wit_lvl-5_comp3_t122_song104,3775
p_item3775_set480_wit_lvl0_comp3_t122_song104,1,p_item3775_set480_wit_lvl0_comp3_t122_song104.wav,480,Piano,3,0,wit,12,122,104,p_item3775_set480_wit_lvl0_comp3_t122_song104,3775
b_item3621_set1149_wot_lvl0_comp7_t232_song104,2,b_item3621_set1149_wot_lvl0_comp7_t232_song104.wav,1149,Bass,6,0,wot,13,232,104,b_item3621_set1149_wot_lvl0_comp7_t232_song104,3621
git_item1408_set426_wit_lvl-15_comp3_t142_song105,1,git_item1408_set426_wit_lvl-15_comp3_t142_song105.wav,426,Guitar,3,-15,wit,8,142,105,git_item1408_set426_wit_lvl-15_comp3_t142_song105,1408
git_item1408_set426_wit_lvl-10_comp3_t142_song105,1,git_item1408_set426_wit_lvl-10_comp3_t142_song105.wav,426,Guitar,3,-10,wit,8,142,105,git_item1408_set426_wit_lvl-10_comp3_t142_song105,1408
git_item1408_set426_wit_lvl-5_comp3_t142_song105,1,git_item1408_set426_wit_lvl-5_comp3_t142_song105.wav,426,Guitar,3,-5,wit,8,142,105,git_item1408_set426_wit_lvl-5_comp3_t142_song105,1408
git_item1408_set426_wit_lvl0_comp3_t142_song105,1,git_item1408_set426_wit_lvl0_comp3_t142_song105.wav,426,Guitar,3,0,wit,8,142,105,git_item1408_set426_wit_lvl0_comp3_t142_song105,1408
git_item656_set205_wot_lvl0_comp4_t158_song108,2,git_item656_set205_wot_lvl0_comp4_t158_song108.wav,205,Guitar,3,0,wot,7,158,108,git_item656_set205_wot_lvl0_comp4_t158_song108,656
git_item2420_set778_wot_lvl0_comp4_t50_song109,2,git_item2420_set778_wot_lvl0_comp4_t50_song109.wav,778,Guitar,3,0,wot,7,50,109,git_item2420_set778_wot_lvl0_comp4_t50_song109,2420
git_item71_set21_wit_lvl-15_comp6_t122_song110,1,git_item71_set21_wit_lvl-15_comp6_t122_song110.wav,21,Guitar,6,-15,wit,6,122,110,git_item71_set21_wit_lvl-15_comp6_t122_song110,71
git_item71_set21_wit_lvl-10_comp6_t122_song110,1,git_item71_set21_wit_lvl-10_comp6_t122_song110.wav,21,Guitar,6,-10,wit,6,122,110,git_item71_set21_wit_lvl-10_comp6_t122_song110,71
git_item71_set21_wit_lvl-5_comp6_t122_song110,1,git_item71_set21_wit_lvl-5_comp6_t122_song110.wav,21,Guitar,6,-5,wit,6,122,110,git_item71_set21_wit_lvl-5_comp6_t122_song110,71
git_item71_set21_wit_lvl0_comp6_t122_song110,1,git_item71_set21_wit_lvl0_comp6_t122_song110.wav,21,Guitar,6,0,wit,6,122,110,git_item71_set21_wit_lvl0_comp6_t122_song110,71
voc_item2549_set507_wit_lvl-15_comp6_t186_song111,1,voc_item2549_set507_wit_lvl-15_comp6_t186_song111.wav,507,Lead,6,-15,wit,2,186,111,voc_item2549_set507_wit_lvl-15_comp6_t186_song111,2549
voc_item2549_set507_wit_lvl-10_comp6_t186_song111,1,voc_item2549_set507_wit_lvl-10_comp6_t186_song111.wav,507,Lead,6,-10,wit,2,186,111,voc_item2549_set507_wit_lvl-10_comp6_t186_song111,2549
voc_item2549_set507_wit_lvl-5_comp6_t186_song111,1,voc_item2549_set507_wit_lvl-5_comp6_t186_song111.wav,507,Lead,6,-5,wit,2,186,111,voc_item2549_set507_wit_lvl-5_comp6_t186_song111,2549
voc_item2549_set507_wit_lvl0_comp6_t186_song111,1,voc_item2549_set507_wit_lvl0_comp6_t186_song111.wav,507,Lead,6,0,wit,2,186,111,voc_item2549_set507_wit_lvl0_comp6_t186_song111,2549
p_item2948_set331_wit_lvl-15_comp6_t176_song111,1,p_item2948_set331_wit_lvl-15_comp6_t176_song111.wav,331,Piano,6,-15,wit,10,176,111,p_item2948_set331_wit_lvl-15_comp6_t176_song111,2948
p_item2948_set331_wit_lvl-10_comp6_t176_song111,1,p_item2948_set331_wit_lvl-10_comp6_t176_song111.wav,331,Piano,6,-10,wit,10,176,111,p_item2948_set331_wit_lvl-10_comp6_t176_song111,2948
p_item2948_set331_wit_lvl-5_comp6_t176_song111,1,p_item2948_set331_wit_lvl-5_comp6_t176_song111.wav,331,Piano,6,-5,wit,10,176,111,p_item2948_set331_wit_lvl-5_comp6_t176_song111,2948
p_item2948_set331_wit_lvl0_comp6_t176_song111,1,p_item2948_set331_wit_lvl0_comp6_t176_song111.wav,331,Piano,6,0,wit,10,176,111,p_item2948_set331_wit_lvl0_comp6_t176_song111,2948
b_item1365_set596_wit_lvl-15_comp6_t132_song111,1,b_item1365_set596_wit_lvl-15_comp6_t132_song111.wav,596,Bass,6,-15,wit,14,132,111,b_item1365_set596_wit_lvl-15_comp6_t132_song111,1365
b_item1365_set596_wit_lvl-10_comp6_t132_song111,1,b_item1365_set596_wit_lvl-10_comp6_t132_song111.wav,596,Bass,6,-10,wit,14,132,111,b_item1365_set596_wit_lvl-10_comp6_t132_song111,1365
b_item1365_set596_wit_lvl-5_comp6_t132_song111,1,b_item1365_set596_wit_lvl-5_comp6_t132_song111.wav,596,Bass,6,-5,wit,14,132,111,b_item1365_set596_wit_lvl-5_comp6_t132_song111,1365
b_item1365_set596_wit_lvl0_comp6_t132_song111,1,b_item1365_set596_wit_lvl0_comp6_t132_song111.wav,596,Bass,6,0,wit,14,132,111,b_item1365_set596_wit_lvl0_comp6_t132_song111,1365
