item_nr,item_nr_MSA,item_nr_stim,item_number,answer,audio_file,correct,condition,condition_theoretical,level,target_instrument,complexity,with_target_in_mix,time_song,song_nr,practice_item,old_audio_file_name,set_nr,discrimination,guessing,inattention,difficulty,item_difficulty,condition_difficulty,number_of_datapoints_per_cond,number_of_datapoints_per_item,flagged_item
273,82,933,voc_item933_set165_wit_lvl-10_comp6_t110_song33,1,voc_item933_set165_wit_lvl-10_comp6_t110_song33.wav,1,19,29,-10,Lead,6,yes,110,33,no,Lead_ItemNr(933)_SetNr(165)_WiT_Level(-15)_Complexity(6)_Time(110)_SongNr(33).wav,21,2.086082357,0.43384494,0.997392447,-0.795640294,-0.795640294,-0.616883299,547,44,no
274,118,2639,voc_item2639_set536_wit_lvl-10_comp6_t172_song39,1,voc_item2639_set536_wit_lvl-10_comp6_t172_song39.wav,1,19,29,-10,Lead,6,yes,172,39,no,Lead_ItemNr(2639)_SetNr(536)_WiT_Level(-15)_Complexity(6)_Time(172)_SongNr(39).wav,30,2.086082357,0.43384494,0.997392447,-1.555704997,-1.555704997,-0.616883299,547,45,no
275,146,594,voc_item594_set105_wit_lvl-10_comp6_t140_song48,1,voc_item594_set105_wit_lvl-10_comp6_t140_song48.wav,1,19,29,-10,Lead,6,yes,140,48,no,Lead_ItemNr(594)_SetNr(105)_WiT_Level(-15)_Complexity(6)_Time(140)_SongNr(48).wav,37,2.086082357,0.43384494,0.997392447,-1.228489219,-1.228489219,-0.616883299,547,37,no
276,154,181,voc_item181_set035_wit_lvl-10_comp6_t102_song49,1,voc_item181_set035_wit_lvl-10_comp6_t102_song49.wav,1,19,29,-10,Lead,6,yes,102,49,no,Lead_ItemNr(181)_SetNr(035)_WiT_Level(-15)_Complexity(6)_Time(102)_SongNr(49).wav,39,2.086082357,0.43384494,0.997392447,0.641020286,0.641020286,-0.616883299,547,82,no
277,162,3032,voc_item3032_set693_wit_lvl-10_comp6_t70_song52,1,voc_item3032_set693_wit_lvl-10_comp6_t70_song52.wav,1,19,29,-10,Lead,6,yes,70,52,no,Lead_ItemNr(3032)_SetNr(693)_WiT_Level(-15)_Complexity(6)_Time(70)_SongNr(52).wav,41,2.086082357,0.43384494,0.997392447,-1.551561929,-1.551561929,-0.616883299,547,44,no
278,170,253,voc_item253_set049_wit_lvl-10_comp6_t102_song53,1,voc_item253_set049_wit_lvl-10_comp6_t102_song53.wav,1,19,29,-10,Lead,6,yes,102,53,no,Lead_ItemNr(253)_SetNr(049)_WiT_Level(-15)_Complexity(6)_Time(102)_SongNr(53).wav,43,2.086082357,0.43384494,0.997392447,-1.191264317,-1.191264317,-0.616883299,547,47,no
279,246,2577,voc_item2577_set518_wit_lvl-10_comp6_t46_song97,1,voc_item2577_set518_wit_lvl-10_comp6_t46_song97.wav,1,19,29,-10,Lead,6,yes,46,97,no,Lead_ItemNr(2577)_SetNr(518)_WiT_Level(-15)_Complexity(6)_Time(46)_SongNr(97).wav,62,2.086082357,0.43384494,0.997392447,-1.649522879,-1.649522879,-0.616883299,547,59,no
280,290,2549,voc_item2549_set507_wit_lvl-10_comp6_t186_song111,1,voc_item2549_set507_wit_lvl-10_comp6_t186_song111.wav,1,19,29,-10,Lead,6,yes,186,111,no,Lead_ItemNr(2549)_SetNr(507)_WiT_Level(-15)_Complexity(6)_Time(186)_SongNr(111).wav,73,2.086082357,0.43384494,0.997392447,-0.817080875,-0.817080875,-0.616883299,547,97,no
281,6,3626,git_item3626_set1047_wit_lvl-10_comp6_t36_song1,1,git_item3626_set1047_wit_lvl-10_comp6_t36_song1.wav,1,21,30,-10,Guitar,6,yes,36,1,no,Guitar_ItemNr(3626)_SetNr(1047)_WiT_Level(-15)_Complexity(6)_Time(36)_SongNr(1).wav,2,2.086082357,0.43384494,0.997392447,-0.179503561,-0.179503561,-0.421226975,570,44,no
282,14,739,git_item739_set228_wit_lvl-10_comp6_t140_song3,1,git_item739_set228_wit_lvl-10_comp6_t140_song3.wav,1,21,30,-10,Guitar,6,yes,140,3,no,Guitar_ItemNr(739)_SetNr(228)_WiT_Level(-15)_Complexity(6)_Time(140)_SongNr(3).wav,4,2.086082357,0.43384494,0.997392447,-0.59530105,-0.59530105,-0.421226975,570,43,no
283,78,2876,git_item2876_set943_wit_lvl-10_comp6_t138_song33,1,git_item2876_set943_wit_lvl-10_comp6_t138_song33.wav,1,21,30,-10,Guitar,6,yes,138,33,no,Guitar_ItemNr(2876)_SetNr(943)_WiT_Level(-15)_Complexity(6)_Time(138)_SongNr(33).wav,20,2.086082357,0.43384494,0.997392447,-0.956346719,-0.956346719,-0.421226975,570,54,no
284,90,3250,git_item3250_set988_wit_lvl-10_comp6_t232_song34,1,git_item3250_set988_wit_lvl-10_comp6_t232_song34.wav,1,21,30,-10,Guitar,6,yes,232,34,no,Guitar_ItemNr(3250)_SetNr(988)_WiT_Level(-15)_Complexity(6)_Time(232)_SongNr(34).wav,23,2.086082357,0.43384494,0.997392447,-0.232452762,-0.232452762,-0.421226975,570,83,no
285,106,882,git_item882_set267_wit_lvl-10_comp6_t230_song37,1,git_item882_set267_wit_lvl-10_comp6_t230_song37.wav,1,21,30,-10,Guitar,6,yes,230,37,no,Guitar_ItemNr(882)_SetNr(267)_WiT_Level(-15)_Complexity(6)_Time(230)_SongNr(37).wav,27,2.086082357,0.43384494,0.997392447,-0.336314406,-0.336314406,-0.421226975,570,103,no
286,110,3724,git_item3724_set1064_wit_lvl-10_comp6_t194_song38,1,git_item3724_set1064_wit_lvl-10_comp6_t194_song38.wav,1,21,30,-10,Guitar,6,yes,194,38,no,Guitar_ItemNr(3724)_SetNr(1064)_WiT_Level(-15)_Complexity(6)_Time(194)_SongNr(38).wav,28,2.086082357,0.43384494,0.997392447,-0.536815985,-0.536815985,-0.421226975,570,50,no
287,114,3230,git_item3230_set987_wit_lvl-10_comp6_t130_song39,1,git_item3230_set987_wit_lvl-10_comp6_t130_song39.wav,1,21,30,-10,Guitar,6,yes,130,39,no,Guitar_ItemNr(3230)_SetNr(987)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(39).wav,29,2.086082357,0.43384494,0.997392447,-1.007785593,-1.007785593,-0.421226975,570,48,no
288,230,1927,git_item1927_set585_wit_lvl-10_comp6_t158_song87,1,git_item1927_set585_wit_lvl-10_comp6_t158_song87.wav,1,21,30,-10,Guitar,6,yes,158,87,no,Guitar_ItemNr(1927)_SetNr(585)_WiT_Level(-15)_Complexity(6)_Time(158)_SongNr(87).wav,58,2.086082357,0.43384494,0.997392447,0.221016233,0.221016233,-0.421226975,570,55,no
289,262,3131,git_item3131_set976_wit_lvl-10_comp6_t226_song101,1,git_item3131_set976_wit_lvl-10_comp6_t226_song101.wav,1,21,30,-10,Guitar,6,yes,226,101,no,Guitar_ItemNr(3131)_SetNr(976)_WiT_Level(-15)_Complexity(6)_Time(226)_SongNr(101).wav,66,2.086082357,0.43384494,0.997392447,0.025534457,0.025534457,-0.421226975,570,54,no
290,282,71,git_item71_set021_wit_lvl-10_comp6_t122_song110,1,git_item71_set021_wit_lvl-10_comp6_t122_song110.wav,1,21,30,-10,Guitar,6,yes,122,110,no,Guitar_ItemNr(71)_SetNr(021)_WiT_Level(-15)_Complexity(6)_Time(122)_SongNr(110).wav,71,2.086082357,0.43384494,0.997392447,-0.36552327,-0.36552327,-0.421226975,570,36,no
291,10,1402,p_item1402_set130_wit_lvl-10_comp6_t84_song2,1,p_item1402_set130_wit_lvl-10_comp6_t84_song2.wav,1,18,31,-10,Piano,6,yes,84,2,no,Piano_ItemNr(1402)_SetNr(130)_WiT_Level(-15)_Complexity(6)_Time(84)_SongNr(2).wav,3,2.086082357,0.43384494,0.997392447,-0.259531329,-0.259531329,-0.598324402,651,53,no
292,18,3212,p_item3212_set395_wit_lvl-10_comp6_t106_song3,1,p_item3212_set395_wit_lvl-10_comp6_t106_song3.wav,1,18,31,-10,Piano,6,yes,106,3,no,Piano_ItemNr(3212)_SetNr(395)_WiT_Level(-15)_Complexity(6)_Time(106)_SongNr(3).wav,5,2.086082357,0.43384494,0.997392447,-0.849572978,-0.849572978,-0.598324402,651,48,no
293,46,2851,p_item2851_set307_wit_lvl-10_comp6_t84_song19,1,p_item2851_set307_wit_lvl-10_comp6_t84_song19.wav,1,18,31,-10,Piano,6,yes,84,19,no,Piano_ItemNr(2851)_SetNr(307)_WiT_Level(-15)_Complexity(6)_Time(84)_SongNr(19).wav,12,2.086082357,0.43384494,0.997392447,-1.082261558,-1.082261558,-0.598324402,651,56,no
294,122,3562,p_item3562_set453_wit_lvl-10_comp6_t104_song39,1,p_item3562_set453_wit_lvl-10_comp6_t104_song39.wav,1,18,31,-10,Piano,6,yes,104,39,no,Piano_ItemNr(3562)_SetNr(453)_WiT_Level(-15)_Complexity(6)_Time(104)_SongNr(39).wav,31,2.086082357,0.43384494,0.997392447,-1.470620951,-1.470620951,-0.598324402,651,70,no
295,176,1033,p_item1033_set088_wit_lvl-10_comp6_t88_song53,1,p_item1033_set088_wit_lvl-10_comp6_t88_song53.wav,1,18,31,-10,Piano,6,yes,88,53,no,Piano_ItemNr(1033)_SetNr(088)_WiT_Level(-15)_Complexity(6)_Time(88)_SongNr(53).wav,44,2.086082357,0.43384494,0.997392447,-0.695842658,-0.695842658,-0.598324402,651,36,no
296,218,1523,p_item1523_set139_wit_lvl-10_comp6_t152_song83,1,p_item1523_set139_wit_lvl-10_comp6_t152_song83.wav,1,18,31,-10,Piano,6,yes,152,83,no,Piano_ItemNr(1523)_SetNr(139)_WiT_Level(-15)_Complexity(6)_Time(152)_SongNr(83).wav,55,2.086082357,0.43384494,0.997392447,-0.523400856,-0.523400856,-0.598324402,651,107,no
297,267,802,p_item802_set060_wit_lvl-10_comp6_t120_song103,1,p_item802_set060_wit_lvl-10_comp6_t120_song103.wav,1,18,31,-10,Piano,6,yes,120,103,no,Piano_ItemNr(802)_SetNr(060)_WiT_Level(-15)_Complexity(6)_Time(120)_SongNr(103).wav,67,2.086082357,0.43384494,0.997392447,-1.952578641,-1.952578641,-0.598324402,651,47,no
298,268,3300,p_item3300_set407_wit_lvl-10_comp6_t130_song103,1,p_item3300_set407_wit_lvl-10_comp6_t130_song103.wav,1,18,31,-10,Piano,6,yes,130,103,no,Piano_ItemNr(3300)_SetNr(407)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(103).wav,67,2.086082357,0.43384494,0.997392447,-1.798875276,-1.798875276,-0.598324402,651,47,no
299,294,2948,p_item2948_set331_wit_lvl-10_comp6_t176_song111,1,p_item2948_set331_wit_lvl-10_comp6_t176_song111.wav,1,18,31,-10,Piano,6,yes,176,111,no,Piano_ItemNr(2948)_SetNr(331)_WiT_Level(-15)_Complexity(6)_Time(176)_SongNr(111).wav,74,2.086082357,0.43384494,0.997392447,-0.796061956,-0.796061956,-0.598324402,651,122,no
300,310,1909,p_item1909_set179_wit_lvl-10_comp6_t130_song115,1,p_item1909_set179_wit_lvl-10_comp6_t130_song115.wav,1,18,31,-10,Piano,6,yes,130,115,no,Piano_ItemNr(1909)_SetNr(179)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(115).wav,78,2.086082357,0.43384494,0.997392447,-1.5931033,-1.5931033,-0.598324402,651,65,no
301,2,3589,b_item3589_set1138_wit_lvl-10_comp6_t82_song1,1,b_item3589_set1138_wit_lvl-10_comp6_t82_song1.wav,1,38,32,-10,Bass,6,yes,82,1,no,Bass_ItemNr(3589)_SetNr(1138)_WiT_Level(-15)_Complexity(6)_Time(82)_SongNr(1).wav,1,2.086082357,0.43384494,0.997392447,1.657119957,1.657119957,1.014832238,484,52,no
302,54,368,b_item368_set154_wit_lvl-10_comp6_t170_song21,1,b_item368_set154_wit_lvl-10_comp6_t170_song21.wav,1,38,32,-10,Bass,6,yes,170,21,no,Bass_ItemNr(368)_SetNr(154)_WiT_Level(-15)_Complexity(6)_Time(170)_SongNr(21).wav,14,2.086082357,0.43384494,0.997392447,0.040256362,0.040256362,1.014832238,484,40,no
303,70,2972,b_item2972_set1012_wit_lvl-10_comp6_t212_song26,1,b_item2972_set1012_wit_lvl-10_comp6_t212_song26.wav,1,38,32,-10,Bass,6,yes,212,26,no,Bass_ItemNr(2972)_SetNr(1012)_WiT_Level(-15)_Complexity(6)_Time(212)_SongNr(26).wav,18,2.086082357,0.43384494,0.997392447,0.600676449,0.600676449,1.014832238,484,44,no
304,86,961,b_item961_set424_wit_lvl-10_comp6_t136_song34,1,b_item961_set424_wit_lvl-10_comp6_t136_song34.wav,1,38,32,-10,Bass,6,yes,136,34,no,Bass_ItemNr(961)_SetNr(424)_WiT_Level(-15)_Complexity(6)_Time(136)_SongNr(34).wav,22,2.086082357,0.43384494,0.997392447,0.871724479,0.871724479,1.014832238,484,43,no
305,94,3241,b_item3241_set1062_wit_lvl-10_comp6_t174_song35,1,b_item3241_set1062_wit_lvl-10_comp6_t174_song35.wav,1,38,32,-10,Bass,6,yes,174,35,no,Bass_ItemNr(3241)_SetNr(1062)_WiT_Level(-15)_Complexity(6)_Time(174)_SongNr(35).wav,24,2.086082357,0.43384494,0.997392447,0.975852005,0.975852005,1.014832238,484,75,no
306,166,1770,b_item1770_set770_wit_lvl-10_comp6_t74_song53,1,b_item1770_set770_wit_lvl-10_comp6_t74_song53.wav,1,38,32,-10,Bass,6,yes,74,53,no,Bass_ItemNr(1770)_SetNr(770)_WiT_Level(-15)_Complexity(6)_Time(74)_SongNr(53).wav,42,2.086082357,0.43384494,0.997392447,1.488831639,1.488831639,1.014832238,484,120,no
307,222,3683,b_item3683_set1169_wit_lvl-10_comp6_t210_song84,1,b_item3683_set1169_wit_lvl-10_comp6_t210_song84.wav,1,38,32,-10,Bass,6,yes,210,84,no,Bass_ItemNr(3683)_SetNr(1169)_WiT_Level(-15)_Complexity(6)_Time(210)_SongNr(84).wav,56,2.086082357,0.43384494,0.997392447,1.594352056,1.594352056,1.014832238,484,49,no
308,286,1365,b_item1365_set596_wit_lvl-10_comp6_t132_song111,1,b_item1365_set596_wit_lvl-10_comp6_t132_song111.wav,1,38,32,-10,Bass,6,yes,132,111,no,Bass_ItemNr(1365)_SetNr(596)_WiT_Level(-15)_Complexity(6)_Time(132)_SongNr(111).wav,72,2.086082357,0.43384494,0.997392447,0.880490784,0.880490784,1.014832238,484,61,no
309,49,2121,voc_item2121_set380_wit_lvl-15_comp3_t122_song20,1,voc_item2121_set380_wit_lvl-15_comp3_t122_song20.wav,1,29,33,-15,Lead,3,yes,122,20,no,Lead_ItemNr(2121)_SetNr(380)_WiT_Level(-15)_Complexity(3)_Time(122)_SongNr(20).wav,13,2.086082357,0.43384494,0.997392447,0.26163099,0.26163099,0.143055579,454,43,no
310,57,2389,voc_item2389_set447_wit_lvl-15_comp3_t20_song21,1,voc_item2389_set447_wit_lvl-15_comp3_t20_song21.wav,1,29,33,-15,Lead,3,yes,20,21,no,Lead_ItemNr(2389)_SetNr(447)_WiT_Level(-15)_Complexity(3)_Time(20)_SongNr(21).wav,15,2.086082357,0.43384494,0.997392447,-0.295500478,-0.295500478,0.143055579,454,31,no
311,97,3352,voc_item3352_set852_wit_lvl-15_comp3_t86_song36,1,voc_item3352_set852_wit_lvl-15_comp3_t86_song36.wav,1,29,33,-15,Lead,3,yes,86,36,no,Lead_ItemNr(3352)_SetNr(852)_WiT_Level(-15)_Complexity(3)_Time(86)_SongNr(36).wav,25,2.086082357,0.43384494,0.997392447,1.087570055,1.087570055,0.143055579,454,53,no
312,157,180,voc_item180_set034_wit_lvl-15_comp3_t50_song51,1,voc_item180_set034_wit_lvl-15_comp3_t50_song51.wav,1,29,33,-15,Lead,3,yes,50,51,no,Lead_ItemNr(180)_SetNr(034)_WiT_Level(-15)_Complexity(3)_Time(50)_SongNr(51).wav,40,2.086082357,0.43384494,0.997392447,-0.121634503,-0.121634503,0.143055579,454,53,no
313,185,1003,voc_item1003_set177_wit_lvl-15_comp3_t218_song55,1,voc_item1003_set177_wit_lvl-15_comp3_t218_song55.wav,1,29,33,-15,Lead,3,yes,218,55,no,Lead_ItemNr(1003)_SetNr(177)_WiT_Level(-15)_Complexity(3)_Time(218)_SongNr(55).wav,47,2.086082357,0.43384494,0.997392447,0.586565458,0.586565458,0.143055579,454,70,no
314,197,1261,voc_item1261_set217_wit_lvl-15_comp3_t38_song71,1,voc_item1261_set217_wit_lvl-15_comp3_t38_song71.wav,1,29,33,-15,Lead,3,yes,38,71,no,Lead_ItemNr(1261)_SetNr(217)_WiT_Level(-15)_Complexity(3)_Time(38)_SongNr(71).wav,50,2.086082357,0.43384494,0.997392447,-0.554850721,-0.554850721,0.143055579,454,61,no
315,225,1578,voc_item1578_set270_wit_lvl-15_comp3_t154_song86,1,voc_item1578_set270_wit_lvl-15_comp3_t154_song86.wav,1,29,33,-15,Lead,3,yes,154,86,no,Lead_ItemNr(1578)_SetNr(270)_WiT_Level(-15)_Complexity(3)_Time(154)_SongNr(86).wav,57,2.086082357,0.43384494,0.997392447,0.655188951,0.655188951,0.143055579,454,46,no
316,233,3510,voc_item3510_set924_wit_lvl-15_comp3_t120_song87,1,voc_item3510_set924_wit_lvl-15_comp3_t120_song87.wav,1,29,33,-15,Lead,3,yes,120,87,no,Lead_ItemNr(3510)_SetNr(924)_WiT_Level(-15)_Complexity(3)_Time(120)_SongNr(87).wav,59,2.086082357,0.43384494,0.997392447,0.574224153,0.574224153,0.143055579,454,44,no
317,313,3496,voc_item3496_set919_wit_lvl-15_comp3_t194_song116,1,voc_item3496_set919_wit_lvl-15_comp3_t194_song116.wav,1,29,33,-15,Lead,3,yes,194,116,no,Lead_ItemNr(3496)_SetNr(919)_WiT_Level(-15)_Complexity(3)_Time(194)_SongNr(116).wav,79,2.086082357,0.43384494,0.997392447,-0.734498197,-0.734498197,0.143055579,454,53,no
318,41,1831,git_item1831_set554_wit_lvl-15_comp3_t54_song15,1,git_item1831_set554_wit_lvl-15_comp3_t54_song15.wav,1,33,34,-15,Guitar,3,yes,54,15,no,Guitar_ItemNr(1831)_SetNr(554)_WiT_Level(-15)_Complexity(3)_Time(54)_SongNr(15).wav,11,2.086082357,0.43384494,0.997392447,-0.198721393,-0.198721393,0.336224672,597,47,no
319,129,820,git_item820_set249_wit_lvl-15_comp3_t182_song41,1,git_item820_set249_wit_lvl-15_comp3_t182_song41.wav,1,33,34,-15,Guitar,3,yes,182,41,no,Guitar_ItemNr(820)_SetNr(249)_WiT_Level(-15)_Complexity(3)_Time(182)_SongNr(41).wav,33,2.086082357,0.43384494,0.997392447,-0.223105348,-0.223105348,0.336224672,597,46,no
320,137,269,git_item269_set079_wit_lvl-15_comp3_t80_song43,1,git_item269_set079_wit_lvl-15_comp3_t80_song43.wav,1,33,34,-15,Guitar,3,yes,80,43,no,Guitar_ItemNr(269)_SetNr(079)_WiT_Level(-15)_Complexity(3)_Time(80)_SongNr(43).wav,35,2.086082357,0.43384494,0.997392447,0.635494607,0.635494607,0.336224672,597,56,no
321,141,2195,git_item2195_set676_wit_lvl-15_comp3_t168_song45,1,git_item2195_set676_wit_lvl-15_comp3_t168_song45.wav,1,33,34,-15,Guitar,3,yes,168,45,no,Guitar_ItemNr(2195)_SetNr(676)_WiT_Level(-15)_Complexity(3)_Time(168)_SongNr(45).wav,36,2.086082357,0.43384494,0.997392447,0.097939558,0.097939558,0.336224672,597,45,no
322,189,1490,git_item1490_set453_wit_lvl-15_comp3_t32_song64,1,git_item1490_set453_wit_lvl-15_comp3_t32_song64.wav,1,33,34,-15,Guitar,3,yes,32,64,no,Guitar_ItemNr(1490)_SetNr(453)_WiT_Level(-15)_Complexity(3)_Time(32)_SongNr(64).wav,48,2.086082357,0.43384494,0.997392447,-0.166392607,-0.166392607,0.336224672,597,80,no
323,237,1553,git_item1553_set474_wit_lvl-15_comp3_t0_song92,1,git_item1553_set474_wit_lvl-15_comp3_t0_song92.wav,1,33,34,-15,Guitar,3,yes,0,92,no,Guitar_ItemNr(1553)_SetNr(474)_WiT_Level(-15)_Complexity(3)_Time(0)_SongNr(92).wav,60,2.086082357,0.43384494,0.997392447,-0.474380573,-0.474380573,0.336224672,597,97,no
324,277,1408,git_item1408_set426_wit_lvl-15_comp3_t142_song105,1,git_item1408_set426_wit_lvl-15_comp3_t142_song105.wav,1,33,34,-15,Guitar,3,yes,142,105,no,Guitar_ItemNr(1408)_SetNr(426)_WiT_Level(-15)_Complexity(3)_Time(142)_SongNr(105).wav,70,2.086082357,0.43384494,0.997392447,1.555284229,1.555284229,0.336224672,597,48,no
325,297,2628,git_item2628_set867_wit_lvl-15_comp3_t100_song112,1,git_item2628_set867_wit_lvl-15_comp3_t100_song112.wav,1,33,34,-15,Guitar,3,yes,100,112,no,Guitar_ItemNr(2628)_SetNr(867)_WiT_Level(-15)_Complexity(3)_Time(100)_SongNr(112).wav,75,2.086082357,0.43384494,0.997392447,-0.355792538,-0.355792538,0.336224672,597,51,no
326,301,2174,git_item2174_set667_wit_lvl-15_comp3_t12_song113,1,git_item2174_set667_wit_lvl-15_comp3_t12_song113.wav,1,33,34,-15,Guitar,3,yes,12,113,no,Guitar_ItemNr(2174)_SetNr(667)_WiT_Level(-15)_Complexity(3)_Time(12)_SongNr(113).wav,76,2.086082357,0.43384494,0.997392447,-0.671951889,-0.671951889,0.336224672,597,49,no
327,305,1676,git_item1676_set505_wit_lvl-15_comp3_t162_song114,1,git_item1676_set505_wit_lvl-15_comp3_t162_song114.wav,1,33,34,-15,Guitar,3,yes,162,114,no,Guitar_ItemNr(1676)_SetNr(505)_WiT_Level(-15)_Complexity(3)_Time(162)_SongNr(114).wav,77,2.086082357,0.43384494,0.997392447,0.423484307,0.423484307,0.336224672,597,78,no
328,29,238,p_item238_set021_wit_lvl-15_comp3_t122_song12,1,p_item238_set021_wit_lvl-15_comp3_t122_song12.wav,1,28,35,-15,Piano,3,yes,122,12,no,Piano_ItemNr(238)_SetNr(021)_WiT_Level(-15)_Complexity(3)_Time(122)_SongNr(12).wav,8,2.086082357,0.43384494,0.997392447,-0.089623427,-0.089623427,0.161741092,600,52,no
329,33,3487,p_item3487_set440_wit_lvl-15_comp3_t242_song13,1,p_item3487_set440_wit_lvl-15_comp3_t242_song13.wav,1,28,35,-15,Piano,3,yes,242,13,no,Piano_ItemNr(3487)_SetNr(440)_WiT_Level(-15)_Complexity(3)_Time(242)_SongNr(13).wav,9,2.086082357,0.43384494,0.997392447,1.113654402,1.113654402,0.161741092,600,69,no
330,61,1150,p_item1150_set099_wit_lvl-15_comp3_t46_song21,1,p_item1150_set099_wit_lvl-15_comp3_t46_song21.wav,1,28,35,-15,Piano,3,yes,46,21,no,Piano_ItemNr(1150)_SetNr(099)_WiT_Level(-15)_Complexity(3)_Time(46)_SongNr(21).wav,16,2.086082357,0.43384494,0.997392447,-0.527721549,-0.527721549,0.161741092,600,42,no
331,65,2709,p_item2709_set276_wit_lvl-15_comp3_t32_song23,1,p_item2709_set276_wit_lvl-15_comp3_t32_song23.wav,1,28,35,-15,Piano,3,yes,32,23,no,Piano_ItemNr(2709)_SetNr(276)_WiT_Level(-15)_Complexity(3)_Time(32)_SongNr(23).wav,17,2.086082357,0.43384494,0.997392447,-0.753529378,-0.753529378,0.161741092,600,48,no
332,73,3079,p_item3079_set358_wit_lvl-15_comp3_t70_song28,1,p_item3079_set358_wit_lvl-15_comp3_t70_song28.wav,1,28,35,-15,Piano,3,yes,70,28,no,Piano_ItemNr(3079)_SetNr(358)_WiT_Level(-15)_Complexity(3)_Time(70)_SongNr(28).wav,19,2.086082357,0.43384494,0.997392447,0.429339157,0.429339157,0.161741092,600,49,no
333,125,3703,p_item3703_set470_wit_lvl-15_comp3_t114_song40,1,p_item3703_set470_wit_lvl-15_comp3_t114_song40.wav,1,28,35,-15,Piano,3,yes,114,40,no,Piano_ItemNr(3703)_SetNr(470)_WiT_Level(-15)_Complexity(3)_Time(114)_SongNr(40).wav,32,2.086082357,0.43384494,0.997392447,-0.341533926,-0.341533926,0.161741092,600,41,no
334,133,1924,p_item1924_set180_wit_lvl-15_comp3_t102_song42,1,p_item1924_set180_wit_lvl-15_comp3_t102_song42.wav,1,28,35,-15,Piano,3,yes,102,42,no,Piano_ItemNr(1924)_SetNr(180)_WiT_Level(-15)_Complexity(3)_Time(102)_SongNr(42).wav,34,2.086082357,0.43384494,0.997392447,1.98729773,1.98729773,0.161741092,600,67,no
335,173,330,p_item330_set029_wit_lvl-15_comp3_t54_song53,1,p_item330_set029_wit_lvl-15_comp3_t54_song53.wav,1,28,35,-15,Piano,3,yes,54,53,no,Piano_ItemNr(330)_SetNr(029)_WiT_Level(-15)_Complexity(3)_Time(54)_SongNr(53).wav,44,2.086082357,0.43384494,0.997392447,-0.006603257,-0.006603257,0.161741092,600,45,no
336,209,1570,p_item1570_set144_wit_lvl-15_comp3_t46_song81,1,p_item1570_set144_wit_lvl-15_comp3_t46_song81.wav,1,28,35,-15,Piano,3,yes,46,81,no,Piano_ItemNr(1570)_SetNr(144)_WiT_Level(-15)_Complexity(3)_Time(46)_SongNr(81).wav,53,2.086082357,0.43384494,0.997392447,-0.704973846,-0.704973846,0.161741092,600,76,no
337,273,3775,p_item3775_set480_wit_lvl-15_comp3_t122_song104,1,p_item3775_set480_wit_lvl-15_comp3_t122_song104.wav,1,28,35,-15,Piano,3,yes,122,104,no,Piano_ItemNr(3775)_SetNr(480)_WiT_Level(-15)_Complexity(3)_Time(122)_SongNr(104).wav,69,2.086082357,0.43384494,0.997392447,1.28717425,1.28717425,0.161741092,600,111,no
338,25,748,b_item748_set332_wit_lvl-15_comp3_t98_song10,1,b_item748_set332_wit_lvl-15_comp3_t98_song10.wav,1,39,36,-15,Bass,3,yes,98,10,no,Bass_ItemNr(748)_SetNr(332)_WiT_Level(-15)_Complexity(3)_Time(98)_SongNr(10).wav,7,2.086082357,0.43384494,0.997392447,1.488378123,1.488378123,1.788472675,451,46,no
339,181,979,b_item979_set434_wit_lvl-15_comp3_t690_song54,1,b_item979_set434_wit_lvl-15_comp3_t690_song54.wav,1,39,36,-15,Bass,3,yes,690,54,no,Bass_ItemNr(979)_SetNr(434)_WiT_Level(-15)_Complexity(3)_Time(690)_SongNr(54).wav,46,2.086082357,0.43384494,0.997392447,1.057044263,1.057044263,1.788472675,451,108,no
340,193,2125,b_item2125_set895_wit_lvl-15_comp3_t16_song68,1,b_item2125_set895_wit_lvl-15_comp3_t16_song68.wav,1,39,36,-15,Bass,3,yes,16,68,no,Bass_ItemNr(2125)_SetNr(895)_WiT_Level(-15)_Complexity(3)_Time(16)_SongNr(68).wav,49,2.086082357,0.43384494,0.997392447,1.551846393,1.551846393,1.788472675,451,49,no
341,249,1693,b_item1693_set741_wit_lvl-15_comp3_t350_song98,1,b_item1693_set741_wit_lvl-15_comp3_t350_song98.wav,1,39,36,-15,Bass,3,yes,350,98,no,Bass_ItemNr(1693)_SetNr(741)_WiT_Level(-15)_Complexity(3)_Time(350)_SongNr(98).wav,63,2.086082357,0.43384494,0.997392447,1.965170331,1.965170331,1.788472675,451,56,no
342,253,876,b_item876_set387_wit_lvl-15_comp3_t234_song99,1,b_item876_set387_wit_lvl-15_comp3_t234_song99.wav,1,39,36,-15,Bass,3,yes,234,99,no,Bass_ItemNr(876)_SetNr(387)_WiT_Level(-15)_Complexity(3)_Time(234)_SongNr(99).wav,64,2.086082357,0.43384494,0.997392447,0.471766598,0.471766598,1.788472675,451,58,no
343,257,333,b_item333_set137_wit_lvl-15_comp3_t148_song100,1,b_item333_set137_wit_lvl-15_comp3_t148_song100.wav,1,39,36,-15,Bass,3,yes,148,100,no,Bass_ItemNr(333)_SetNr(137)_WiT_Level(-15)_Complexity(3)_Time(148)_SongNr(100).wav,65,2.086082357,0.43384494,0.997392447,2.01438945,2.01438945,1.788472675,451,62,no
