audio_file,item_nr,original_item_nr,set_nr,answer,correct,condition,condition_theoretical,level,target_instrument,complexity,with_target_in_mix,time_song,song_nr,song_name,practice_item,discrimination,guessing,inattention,difficulty,item_difficulty,condition_difficulty,number_of_datapoints_per_cond,number_of_datapoints_per_item,time_start_Hz,time_end_Hz,time_start_sec,time_end_sec,instrument_lead,instrument_guitar,instrument_piano,instrument_keys,instrument_backing_vocals,instrument_strings,instrument_winds,instrument_bass,instrument_drums,instrument_percussions,instrument_others,used_in_160er,used_in_32er,used_in_package,flagged_item,item_nr_stim,original_audio_file,item_number
p_item238_set021_wit_lvl-10_comp3_t122_song12.wav,252,30,8,1,1,14,27,-10,Piano,3,yes,122,12,Brandon_Webster-Dont_Hear_A_Thing,no,2.086082357,0.43384494,0.997392447,-1.299876059,-1.299876059,-0.968466361,497,45,5380201,5468400,122,124,1,0,1,0,1,0,0,0,0,0,0,yes,yes,yes,no,238,Piano_ItemNr(238)_SetNr(021)_WiT_Level(-10)_Complexity(3)_Time(122)_SongNr(12).wav,git_item1676_set505_wit_lvl-10_comp3_t162_song114
p_item238_set021_wit_lvl-15_comp3_t122_song12.wav,328,29,8,1,1,28,35,-15,Piano,3,yes,122,12,Brandon_Webster-Dont_Hear_A_Thing,no,2.086082357,0.43384494,0.997392447,-0.089623427,-0.089623427,0.161741092,600,52,5380201,5468400,122,124,1,0,1,0,1,0,0,0,0,0,0,yes,yes,yes,no,238,Piano_ItemNr(238)_SetNr(021)_WiT_Level(-15)_Complexity(3)_Time(122)_SongNr(12).wav,git_item1676_set505_wit_lvl-15_comp3_t162_song114
p_item238_set021_wit_lvl0_comp3_t122_song12.wav,97,32,8,1,1,1,11,0,Piano,3,yes,122,12,Brandon_Webster-Dont_Hear_A_Thing,no,2.086082357,0.43384494,0.997392447,-2.199390046,-2.199390046,-2.077952423,652,147,5380201,5468400,122,124,1,0,1,0,1,0,0,0,0,0,0,yes,yes,yes,no,238,Piano_ItemNr(238)_SetNr(021)_WiT_Level(0)_Complexity(3)_Time(122)_SongNr(12).wav,git_item1676_set505_wit_lvl0_comp3_t162_song114
p_item3487_set440_wit_lvl-5_comp3_t242_song13.wav,214,35,9,1,1,6,23,-5,Piano,3,yes,242,13,Casandra_Jenkins-Perfect Day,no,2.086082357,0.43384494,0.997392447,-0.818335804,-0.818335804,-1.688165158,493,80,10672201,10760400,242,244,1,1,1,0,0,0,0,0,0,0,0,yes,yes,yes,no,3487,Piano_ItemNr(3487)_SetNr(440)_WiT_Level(-5)_Complexity(3)_Time(242)_SongNr(13).wav,p_item238_set021_wit_lvl-5_comp3_t122_song12
p_item3487_set440_wit_lvl-10_comp3_t242_song13.wav,253,34,9,1,1,14,27,-10,Piano,3,yes,242,13,Casandra_Jenkins-Perfect Day,no,2.086082357,0.43384494,0.997392447,-0.19786539,-0.19786539,-0.968466361,497,35,10672201,10760400,242,244,1,1,1,0,0,0,0,0,0,0,0,yes,yes,yes,no,3487,Piano_ItemNr(3487)_SetNr(440)_WiT_Level(-10)_Complexity(3)_Time(242)_SongNr(13).wav,p_item238_set021_wit_lvl-10_comp3_t122_song12
p_item3487_set440_wit_lvl-15_comp3_t242_song13.wav,329,33,9,1,1,28,35,-15,Piano,3,yes,242,13,Casandra_Jenkins-Perfect Day,no,2.086082357,0.43384494,0.997392447,1.113654402,1.113654402,0.161741092,600,69,10672201,10760400,242,244,1,1,1,0,0,0,0,0,0,0,0,yes,yes,yes,no,3487,Piano_ItemNr(3487)_SetNr(440)_WiT_Level(-15)_Complexity(3)_Time(242)_SongNr(13).wav,p_item238_set021_wit_lvl-15_comp3_t122_song12
p_item3487_set440_wit_lvl0_comp3_t242_song13.wav,98,36,9,1,1,1,11,0,Piano,3,yes,242,13,Casandra_Jenkins-Perfect Day,no,2.086082357,0.43384494,0.997392447,-1.16023354,-1.16023354,-2.077952423,652,33,10672201,10760400,242,244,1,1,1,0,0,0,0,0,0,0,0,yes,yes,yes,no,3487,Piano_ItemNr(3487)_SetNr(440)_WiT_Level(0)_Complexity(3)_Time(242)_SongNr(13).wav,p_item238_set021_wit_lvl0_comp3_t122_song12
git_item2405_set769_wot_lvl0_comp7_t200_song13.wav,53,331,91,2,2,30,6,0,Guitar,6,no,200,13,Casandra_Jenkins-Perfect Day,no,2.086082357,0.43384494,0.997392447,0.611397315,0.611397315,0.22121542,2322,175,8820001,8908200,200,202,1,1,1,0,1,1,0,1,0,1,0,yes,yes,yes,no,2405,Guitar_ItemNr(2405)_SetNr(769)_WoT_Level(0)_Complexity(7)_Time(200)_SongNr(13).wav,git_item2403_set767_wot_lvl0_comp7_t184_song8
p_item2889_set314_wot_lvl0_comp7_t214_song13.wav,60,332,92,2,2,31,7,0,Piano,6,no,214,13,Casandra_Jenkins-Perfect Day,no,2.086082357,0.43384494,0.997392447,0.010322619,0.010322619,0.236472021,2322,160,9437401,9525600,214,216,1,1,1,0,1,1,0,1,0,1,0,yes,yes,yes,no,2889,Piano_ItemNr(2889)_SetNr(314)_WoT_Level(0)_Complexity(7)_Time(214)_SongNr(13).wav,p_item2864_set310_wot_lvl0_comp7_t168_song7
p_item3189_set389_wot_lvl0_comp7_t90_song13.wav,61,333,93,2,2,31,7,0,Piano,6,no,90,13,Casandra_Jenkins-Perfect Day,no,2.086082357,0.43384494,0.997392447,0.471022892,0.471022892,0.236472021,2322,185,3969001,4057200,90,92,1,1,1,0,0,1,1,1,0,1,0,yes,yes,yes,no,3189,Piano_ItemNr(3189)_SetNr(389)_WoT_Level(0)_Complexity(7)_Time(90)_SongNr(13).wav,p_item2889_set314_wot_lvl0_comp7_t214_song13
voc_item2528_set496_wit_lvl-10_comp6_t232_song14.wav,272,38,10,1,1,19,29,-10,Lead,6,yes,232,14,Cat_Martino-I_Promise,no,2.086082357,0.43384494,0.997392447,-1.187841115,-1.187841115,-0.616883299,547,50,10231201,10319400,232,234,1,1,0,1,0,0,0,1,1,0,1,yes,yes,yes,no,2528,Lead_ItemNr(2528)_SetNr(496)_WiT_Level(-10)_Complexity(6)_Time(232)_SongNr(14).wav,voc_item3211_set776_wit_lvl-10_comp6_t408_song5
voc_item2528_set496_wit_lvl-5_comp6_t232_song14.wav,157,39,10,1,1,11,17,-5,Lead,6,yes,232,14,Cat_Martino-I_Promise,no,2.086082357,0.43384494,0.997392447,-1.842047669,-1.842047669,-1.333268287,564,38,10231201,10319400,232,234,1,1,0,1,0,0,0,1,1,0,1,yes,yes,yes,no,2528,Lead_ItemNr(2528)_SetNr(496)_WiT_Level(-5)_Complexity(6)_Time(232)_SongNr(14).wav,voc_item3211_set776_wit_lvl-5_comp6_t408_song5
voc_item2528_set496_wit_lvl-15_comp6_t232_song14.wav,346,37,10,1,1,35,37,-15,Lead,6,yes,232,14,Cat_Martino-I_Promise,no,2.086082357,0.43384494,0.997392447,-0.172855116,-0.172855116,0.510033255,650,126,10231201,10319400,232,234,1,1,0,1,0,0,0,1,1,0,1,yes,yes,yes,no,2528,Lead_ItemNr(2528)_SetNr(496)_WiT_Level(-15)_Complexity(6)_Time(232)_SongNr(14).wav,voc_item3211_set776_wit_lvl-15_comp6_t408_song5
voc_item2528_set496_wit_lvl0_comp6_t232_song14.wav,118,40,10,1,1,5,13,0,Lead,6,yes,232,14,Cat_Martino-I_Promise,no,2.086082357,0.43384494,0.997392447,-2.079070472,-2.079070472,-1.72228822,716,98,10231201,10319400,232,234,1,1,0,1,0,0,0,1,1,0,1,yes,yes,yes,no,2528,Lead_ItemNr(2528)_SetNr(496)_WiT_Level(0)_Complexity(6)_Time(232)_SongNr(14).wav,voc_item3211_set776_wit_lvl0_comp6_t408_song5
git_item3842_set1090_wot_lvl0_comp7_t274_song14.wav,54,335,95,2,2,30,6,0,Guitar,6,no,274,14,Cat_Martino-I_Promise,no,2.086082357,0.43384494,0.997392447,-0.476644475,-0.476644475,0.22121542,2322,185,12083401,12171600,274,276,1,1,0,1,1,0,0,1,1,0,1,yes,yes,yes,no,3842,Guitar_ItemNr(3842)_SetNr(1090)_WoT_Level(0)_Complexity(7)_Time(274)_SongNr(14).wav,git_item2405_set769_wot_lvl0_comp7_t200_song13
b_item3645_set1158_wot_lvl0_comp7_t306_song14.wav,70,334,94,2,2,26,8,0,Bass,6,no,306,14,Cat_Martino-I_Promise,no,2.086082357,0.43384494,0.997392447,0.844925145,0.844925145,-0.109736873,2322,275,13494601,13582800,306,308,1,1,0,1,1,0,0,1,1,0,1,yes,yes,yes,no,3645,Bass_ItemNr(3645)_SetNr(1158)_WoT_Level(0)_Complexity(7)_Time(306)_SongNr(14).wav,b_item3035_set1029_wot_lvl0_comp7_t166_song7
git_item1831_set554_wit_lvl-5_comp3_t54_song15.wav,203,43,11,1,1,9,22,-5,Guitar,3,yes,54,15,Cayetana-Miss_Thing,no,2.086082357,0.43384494,0.997392447,-1.888643862,-1.888643862,-1.506894163,532,51,2381401,2469600,54,56,0,1,0,0,0,0,0,1,1,0,0,yes,yes,yes,no,1831,Guitar_ItemNr(1831)_SetNr(554)_WiT_Level(-5)_Complexity(3)_Time(54)_SongNr(15).wav,voc_item3496_set919_wit_lvl-5_comp3_t194_song116
git_item1831_set554_wit_lvl0_comp3_t54_song15.wav,87,44,11,1,1,3,10,0,Guitar,3,yes,54,15,Cayetana-Miss_Thing,no,2.086082357,0.43384494,0.997392447,-2.192881124,-2.192881124,-1.896034905,538,66,2381401,2469600,54,56,0,1,0,0,0,0,0,1,1,0,0,yes,yes,yes,no,1831,Guitar_ItemNr(1831)_SetNr(554)_WiT_Level(0)_Complexity(3)_Time(54)_SongNr(15).wav,voc_item3496_set919_wit_lvl0_comp3_t194_song116
git_item1831_set554_wit_lvl-15_comp3_t54_song15.wav,318,41,11,1,1,33,34,-15,Guitar,3,yes,54,15,Cayetana-Miss_Thing,no,2.086082357,0.43384494,0.997392447,-0.198721393,-0.198721393,0.336224672,597,47,2381401,2469600,54,56,0,1,0,0,0,0,0,1,1,0,0,yes,yes,yes,no,1831,Guitar_ItemNr(1831)_SetNr(554)_WiT_Level(-15)_Complexity(3)_Time(54)_SongNr(15).wav,voc_item3496_set919_wit_lvl-15_comp3_t194_song116
git_item1831_set554_wit_lvl-10_comp3_t54_song15.wav,242,42,11,1,1,16,26,-10,Guitar,3,yes,54,15,Cayetana-Miss_Thing,no,2.086082357,0.43384494,0.997392447,-1.048594178,-1.048594178,-0.789304721,617,44,2381401,2469600,54,56,0,1,0,0,0,0,0,1,1,0,0,yes,yes,yes,no,1831,Guitar_ItemNr(1831)_SetNr(554)_WiT_Level(-10)_Complexity(3)_Time(54)_SongNr(15).wav,voc_item3496_set919_wit_lvl-10_comp3_t194_song116
b_item1754_set765_wot_lvl0_comp4_t46_song17.wav,31,336,96,2,2,17,4,0,Bass,3,no,46,17,Chris_Jacoby-Booth_Shot_Lincoln,no,2.086082357,0.43384494,0.997392447,-0.443678259,-0.443678259,-0.500248984,2322,227,2028601,2116800,46,48,0,0,0,0,0,0,0,1,1,1,1,yes,yes,yes,no,1754,Bass_ItemNr(1754)_SetNr(765)_WoT_Level(0)_Complexity(4)_Time(46)_SongNr(17).wav,b_item1754_set765_wot_lvl0_comp4_t46_song17
p_item2851_set307_wit_lvl-5_comp6_t84_song19.wav,178,47,12,1,1,10,19,-5,Piano,6,yes,84,19,Clara_Berry_And_Wooldog-Air_Traffic,no,2.086082357,0.43384494,0.997392447,-1.623612949,-1.623612949,-1.314362693,544,76,3704401,3792600,84,86,1,1,1,0,0,0,0,1,1,1,0,yes,yes,yes,no,2851,Piano_ItemNr(2851)_SetNr(307)_WiT_Level(-5)_Complexity(6)_Time(84)_SongNr(19).wav,p_item3212_set395_wit_lvl-5_comp6_t106_song3
p_item2851_set307_wit_lvl-15_comp6_t84_song19.wav,366,45,12,1,1,34,39,-15,Piano,6,yes,84,19,Clara_Berry_And_Wooldog-Air_Traffic,no,2.086082357,0.43384494,0.997392447,0.228841614,0.228841614,0.528578003,558,67,3704401,3792600,84,86,1,1,1,0,0,0,0,1,1,1,0,yes,yes,yes,no,2851,Piano_ItemNr(2851)_SetNr(307)_WiT_Level(-15)_Complexity(6)_Time(84)_SongNr(19).wav,p_item3212_set395_wit_lvl-15_comp6_t106_song3
p_item2851_set307_wit_lvl-10_comp6_t84_song19.wav,293,46,12,1,1,18,31,-10,Piano,6,yes,84,19,Clara_Berry_And_Wooldog-Air_Traffic,no,2.086082357,0.43384494,0.997392447,-1.082261558,-1.082261558,-0.598324402,651,56,3704401,3792600,84,86,1,1,1,0,0,0,0,1,1,1,0,yes,yes,yes,no,2851,Piano_ItemNr(2851)_SetNr(307)_WiT_Level(-10)_Complexity(6)_Time(84)_SongNr(19).wav,p_item3212_set395_wit_lvl-10_comp6_t106_song3
p_item2851_set307_wit_lvl0_comp6_t84_song19.wav,140,48,12,1,1,4,15,0,Piano,6,yes,84,19,Clara_Berry_And_Wooldog-Air_Traffic,no,2.086082357,0.43384494,0.997392447,-2.086102835,-2.086102835,-1.703696714,672,134,3704401,3792600,84,86,1,1,1,0,0,0,0,1,1,1,0,yes,yes,yes,no,2851,Piano_ItemNr(2851)_SetNr(307)_WiT_Level(0)_Complexity(6)_Time(84)_SongNr(19).wav,p_item3212_set395_wit_lvl0_comp6_t106_song3
voc_Item2330_set427_wot_lvl0_comp7_t100_song19.wav,127,337,97,1,1,5,13,0,Lead,6,yes,100,19,Clara_Berry_And_Wooldog-Air_Traffic,yes,2.086082357,0.43384494,0.997392447,-0.119212629,-0.119212629,-1.72228822,716,126,4410001,4498200,100,102,1,1,1,0,1,0,0,1,1,1,0,yes,yes,yes,no,2330,Lead_ItemNr(2330)_SetNr(427)_WoT_Level(0)_Complexity(7)_Time(100)_SongNr(19).wav,voc_item2549_set507_wit_lvl0_comp6_t186_song111
p_item2163_set206_wot_lvl0_comp7_t134_song19.wav,62,338,98,2,2,31,7,0,Piano,6,no,134,19,Clara_Berry_And_Wooldog-Air_Traffic,no,2.086082357,0.43384494,0.997392447,0.455751384,0.455751384,0.236472021,2322,180,5909401,5997600,134,136,1,1,1,0,1,0,0,1,1,1,0,yes,yes,yes,no,2163,Piano_ItemNr(2163)_SetNr(206)_WoT_Level(0)_Complexity(7)_Time(134)_SongNr(19).wav,p_item3189_set389_wot_lvl0_comp7_t90_song13
voc_item2121_set380_wit_lvl-15_comp3_t122_song20.wav,309,49,13,1,1,29,33,-15,Lead,3,yes,122,20,Clara_Berry_And_Wooldog-Boys,no,2.086082357,0.43384494,0.997392447,0.26163099,0.26163099,0.143055579,454,43,5380201,5468400,122,124,1,0,1,0,0,0,1,0,0,0,0,yes,yes,yes,no,2121,Lead_ItemNr(2121)_SetNr(380)_WiT_Level(-15)_Complexity(3)_Time(122)_SongNr(20).wav,b_item1365_set596_wit_lvl-10_comp6_t132_song111
voc_item2121_set380_wit_lvl-5_comp3_t122_song20.wav,194,51,13,1,1,7,21,-5,Lead,3,yes,122,20,Clara_Berry_And_Wooldog-Boys,no,2.086082357,0.43384494,0.997392447,-1.290088225,-1.290088225,-1.704989129,557,120,5380201,5468400,122,124,1,0,1,0,0,0,1,0,0,0,0,yes,yes,yes,no,2121,Lead_ItemNr(2121)_SetNr(380)_WiT_Level(-5)_Complexity(3)_Time(122)_SongNr(20).wav,b_item1365_set596_wit_lvl-5_comp6_t132_song111
voc_item2121_set380_wit_lvl-10_comp3_t122_song20.wav,233,50,13,1,1,15,25,-10,Lead,3,yes,122,20,Clara_Berry_And_Wooldog-Boys,no,2.086082357,0.43384494,0.997392447,-0.638378973,-0.638378973,-0.985410454,619,64,5380201,5468400,122,124,1,0,1,0,0,0,1,0,0,0,0,yes,yes,yes,no,2121,Lead_ItemNr(2121)_SetNr(380)_WiT_Level(-10)_Complexity(3)_Time(122)_SongNr(20).wav,b_item959_set423_wit_lvl-5_comp3_t18_song117
p_item346_set031_wot_lvl0_comp4_t88_song20.wav,22,339,99,2,2,24,3,0,Piano,3,no,88,20,Clara_Berry_And_Wooldog-Boys,no,2.086082357,0.43384494,0.997392447,1.48333712,1.48333712,-0.152546894,2322,353,3880801,3969000,88,90,0,0,1,0,0,0,1,0,1,1,0,yes,yes,yes,no,346,Piano_ItemNr(346)_SetNr(031)_WoT_Level(0)_Complexity(4)_Time(88)_SongNr(20).wav,p_item346_set031_wot_lvl0_comp4_t88_song20
voc_item2121_set380_wit_lvl0_comp3_t122_song20.wav,383,52,13,1,1,2,9,0,Lead,3,yes,122,20,Clara_Berry_And_Wooldog-Boys,no,NA,NA,NA,NA,NA,NA,NA,NA,5380201,5468400,122,124,1,0,1,0,0,0,1,0,0,0,0,yes,yes,no,yes,2121,Lead_ItemNr(2121)_SetNr(380)_WiT_Level(0)_Complexity(3)_Time(122)_SongNr(20).wav,voc_item3455_set902_wot_lvl0_comp7_t142_song102
b_item368_set154_wit_lvl-15_comp6_t170_song21.wav,374,53,14,1,1,40,40,-15,Bass,6,yes,170,21,Clara_Berry_And_Wooldog-Stella,no,2.086082357,0.43384494,0.997392447,1.373958163,1.373958163,2.163687374,331,42,7497001,7585200,170,172,1,0,1,1,1,0,0,1,1,0,0,yes,yes,yes,no,368,Bass_ItemNr(368)_SetNr(154)_WiT_Level(-15)_Complexity(6)_Time(170)_SongNr(21).wav,p_item1909_set179_wit_lvl-15_comp6_t130_song115
b_item368_set154_wit_lvl0_comp6_t170_song21.wav,149,56,14,1,1,25,16,0,Bass,6,yes,170,21,Clara_Berry_And_Wooldog-Stella,no,2.086082357,0.43384494,0.997392447,-1.025615202,-1.025615202,-0.070315977,349,44,7497001,7585200,170,172,1,0,1,1,1,0,0,1,1,0,0,yes,yes,yes,no,368,Bass_ItemNr(368)_SetNr(154)_WiT_Level(0)_Complexity(6)_Time(170)_SongNr(21).wav,b_item3589_set1138_wit_lvl0_comp6_t82_song1
voc_item2389_set447_wit_lvl-15_comp3_t20_song21.wav,310,57,15,1,1,29,33,-15,Lead,3,yes,20,21,Clara_Berry_And_Wooldog-Stella,no,2.086082357,0.43384494,0.997392447,-0.295500478,-0.295500478,0.143055579,454,31,882001,970200,20,22,1,0,1,0,0,0,0,1,0,0,0,yes,yes,yes,no,2389,Lead_ItemNr(2389)_SetNr(447)_WiT_Level(-15)_Complexity(3)_Time(20)_SongNr(21).wav,voc_item2121_set380_wit_lvl-15_comp3_t122_song20
b_item368_set154_wit_lvl-10_comp6_t170_song21.wav,302,54,14,1,1,38,32,-10,Bass,6,yes,170,21,Clara_Berry_And_Wooldog-Stella,no,2.086082357,0.43384494,0.997392447,0.040256362,0.040256362,1.014832238,484,40,7497001,7585200,170,172,1,0,1,1,1,0,0,1,1,0,0,yes,yes,yes,no,368,Bass_ItemNr(368)_SetNr(154)_WiT_Level(-10)_Complexity(6)_Time(170)_SongNr(21).wav,b_item3589_set1138_wit_lvl-10_comp6_t82_song1
b_item368_set154_wit_lvl-5_comp6_t170_song21.wav,187,55,14,1,1,32,20,-5,Bass,6,yes,170,21,Clara_Berry_And_Wooldog-Stella,no,2.086082357,0.43384494,0.997392447,-0.692528742,-0.692528742,0.307570852,488,40,7497001,7585200,170,172,1,0,1,1,1,0,0,1,1,0,0,yes,yes,yes,no,368,Bass_ItemNr(368)_SetNr(154)_WiT_Level(-5)_Complexity(6)_Time(170)_SongNr(21).wav,b_item3589_set1138_wit_lvl-5_comp6_t82_song1
p_item1150_set099_wit_lvl-5_comp3_t46_song21.wav,215,63,16,1,1,6,23,-5,Piano,3,yes,46,21,Clara_Berry_And_Wooldog-Stella,no,2.086082357,0.43384494,0.997392447,-2.575436485,-2.575436485,-1.688165158,493,32,2028601,2116800,46,48,0,0,1,0,0,0,0,1,1,0,0,yes,yes,yes,no,1150,Piano_ItemNr(1150)_SetNr(099)_WiT_Level(-5)_Complexity(3)_Time(46)_SongNr(21).wav,p_item3487_set440_wit_lvl-5_comp3_t242_song13
p_item1150_set099_wit_lvl-10_comp3_t46_song21.wav,254,62,16,1,1,14,27,-10,Piano,3,yes,46,21,Clara_Berry_And_Wooldog-Stella,no,2.086082357,0.43384494,0.997392447,-1.362784831,-1.362784831,-0.968466361,497,41,2028601,2116800,46,48,0,0,1,0,0,0,0,1,1,0,0,yes,yes,yes,no,1150,Piano_ItemNr(1150)_SetNr(099)_WiT_Level(-10)_Complexity(3)_Time(46)_SongNr(21).wav,p_item3487_set440_wit_lvl-10_comp3_t242_song13
voc_item2389_set447_wit_lvl0_comp3_t20_song21.wav,79,60,15,1,1,2,9,0,Lead,3,yes,20,21,Clara_Berry_And_Wooldog-Stella,no,2.086082357,0.43384494,0.997392447,-2.600558867,-2.600558867,-2.094545719,516,59,882001,970200,20,22,1,0,1,0,0,0,0,1,0,0,0,yes,yes,yes,no,2389,Lead_ItemNr(2389)_SetNr(447)_WiT_Level(0)_Complexity(3)_Time(20)_SongNr(21).wav,b_item337_set140_wot_lvl0_comp7_t138_song115
voc_item2389_set447_wit_lvl-5_comp3_t20_song21.wav,195,59,15,1,1,7,21,-5,Lead,3,yes,20,21,Clara_Berry_And_Wooldog-Stella,no,2.086082357,0.43384494,0.997392447,-2.4245911,-2.4245911,-1.704989129,557,31,882001,970200,20,22,1,0,1,0,0,0,0,1,0,0,0,yes,yes,yes,no,2389,Lead_ItemNr(2389)_SetNr(447)_WiT_Level(-5)_Complexity(3)_Time(20)_SongNr(21).wav,voc_item2121_set380_wit_lvl-5_comp3_t122_song20
p_item1150_set099_wit_lvl-15_comp3_t46_song21.wav,330,61,16,1,1,28,35,-15,Piano,3,yes,46,21,Clara_Berry_And_Wooldog-Stella,no,2.086082357,0.43384494,0.997392447,-0.527721549,-0.527721549,0.161741092,600,42,2028601,2116800,46,48,0,0,1,0,0,0,0,1,1,0,0,yes,yes,yes,no,1150,Piano_ItemNr(1150)_SetNr(099)_WiT_Level(-15)_Complexity(3)_Time(46)_SongNr(21).wav,p_item3487_set440_wit_lvl-15_comp3_t242_song13
voc_item2389_set447_wit_lvl-10_comp3_t20_song21.wav,234,58,15,1,1,15,25,-10,Lead,3,yes,20,21,Clara_Berry_And_Wooldog-Stella,no,2.086082357,0.43384494,0.997392447,-1.478432921,-1.478432921,-0.985410454,619,51,882001,970200,20,22,1,0,1,0,0,0,0,1,0,0,0,yes,yes,yes,no,2389,Lead_ItemNr(2389)_SetNr(447)_WiT_Level(-10)_Complexity(3)_Time(20)_SongNr(21).wav,voc_item2121_set380_wit_lvl-10_comp3_t122_song20
p_item1150_set099_wit_lvl0_comp3_t46_song21.wav,99,64,16,1,1,1,11,0,Piano,3,yes,46,21,Clara_Berry_And_Wooldog-Stella,no,2.086082357,0.43384494,0.997392447,-2.766867524,-2.766867524,-2.077952423,652,50,2028601,2116800,46,48,0,0,1,0,0,0,0,1,1,0,0,yes,yes,yes,no,1150,Piano_ItemNr(1150)_SetNr(099)_WiT_Level(0)_Complexity(3)_Time(46)_SongNr(21).wav,p_item3487_set440_wit_lvl0_comp3_t242_song13
p_item2709_set276_wit_lvl-5_comp3_t32_song23.wav,216,67,17,1,1,6,23,-5,Piano,3,yes,32,23,Clara_Berry_And_Wooldog-Waltz_For_My_Victims,no,2.086082357,0.43384494,0.997392447,-2.46370189,-2.46370189,-1.688165158,493,48,1411201,1499400,32,34,0,0,1,0,0,0,0,1,1,0,0,yes,yes,yes,no,2709,Piano_ItemNr(2709)_SetNr(276)_WiT_Level(-5)_Complexity(3)_Time(32)_SongNr(23).wav,p_item1150_set099_wit_lvl-5_comp3_t46_song21
p_item2709_set276_wit_lvl-10_comp3_t32_song23.wav,255,66,17,1,1,14,27,-10,Piano,3,yes,32,23,Clara_Berry_And_Wooldog-Waltz_For_My_Victims,no,2.086082357,0.43384494,0.997392447,-1.995117786,-1.995117786,-0.968466361,497,54,1411201,1499400,32,34,0,0,1,0,0,0,0,1,1,0,0,yes,yes,yes,no,2709,Piano_ItemNr(2709)_SetNr(276)_WiT_Level(-10)_Complexity(3)_Time(32)_SongNr(23).wav,p_item1150_set099_wit_lvl-10_comp3_t46_song21
p_item2709_set276_wit_lvl-15_comp3_t32_song23.wav,331,65,17,1,1,28,35,-15,Piano,3,yes,32,23,Clara_Berry_And_Wooldog-Waltz_For_My_Victims,no,2.086082357,0.43384494,0.997392447,-0.753529378,-0.753529378,0.161741092,600,48,1411201,1499400,32,34,0,0,1,0,0,0,0,1,1,0,0,yes,yes,yes,no,2709,Piano_ItemNr(2709)_SetNr(276)_WiT_Level(-15)_Complexity(3)_Time(32)_SongNr(23).wav,p_item1150_set099_wit_lvl-15_comp3_t46_song21
p_item2709_set276_wit_lvl0_comp3_t32_song23.wav,100,68,17,1,1,1,11,0,Piano,3,yes,32,23,Clara_Berry_And_Wooldog-Waltz_For_My_Victims,no,2.086082357,0.43384494,0.997392447,-2.989510318,-2.989510318,-2.077952423,652,70,1411201,1499400,32,34,0,0,1,0,0,0,0,1,1,0,0,yes,yes,yes,no,2709,Piano_ItemNr(2709)_SetNr(276)_WiT_Level(0)_Complexity(3)_Time(32)_SongNr(23).wav,p_item1150_set099_wit_lvl0_comp3_t46_song21
p_item2138_set204_wot_lvl0_comp4_t60_song23.wav,23,340,100,2,2,24,3,0,Piano,3,no,60,23,Clara_Berry_And_Wooldog-Waltz_For_My_Victims,no,2.086082357,0.43384494,0.997392447,-0.49887861,-0.49887861,-0.152546894,2322,173,2646001,2734200,60,62,1,0,1,0,0,0,0,1,1,0,0,yes,yes,yes,no,2138,Piano_ItemNr(2138)_SetNr(204)_WoT_Level(0)_Complexity(4)_Time(60)_SongNr(23).wav,p_item2138_set204_wot_lvl0_comp4_t60_song23
git_item1268_set384_wot_lvl0_comp4_t74_song24.wav,11,341,101,2,2,23,2,0,Guitar,3,no,74,24,Creepoid-Old_Tree,no,2.086082357,0.43384494,0.997392447,-1.197967531,-1.197967531,-0.167321705,2322,185,3263401,3351600,74,76,0,1,0,0,1,0,0,0,1,1,0,yes,yes,yes,no,1268,Guitar_ItemNr(1268)_SetNr(384)_WoT_Level(0)_Complexity(4)_Time(74)_SongNr(24).wav,git_item1268_set384_wot_lvl0_comp4_t74_song24
b_item1856_set809_wot_lvl0_comp4_t252_song25.wav,32,342,102,2,2,17,4,0,Bass,3,no,252,25,Dahka_Band-Soldier_Man,no,2.086082357,0.43384494,0.997392447,-0.716425399,-0.716425399,-0.500248984,2322,425,11113201,11201400,252,254,1,1,0,0,0,0,0,1,1,0,0,yes,yes,yes,no,1856,Bass_ItemNr(1856)_SetNr(809)_WoT_Level(0)_Complexity(4)_Time(252)_SongNr(25).wav,b_item1856_set809_wot_lvl0_comp4_t252_song25
b_item2972_set1012_wit_lvl-15_comp6_t212_song26.wav,375,69,18,1,1,40,40,-15,Bass,6,yes,212,26,Dead_Milkmen-Prisoners_Cinema,no,2.086082357,0.43384494,0.997392447,1.857639631,1.857639631,2.163687374,331,50,9349201,9437400,212,214,0,1,0,1,1,0,0,1,1,1,0,yes,yes,yes,no,2972,Bass_ItemNr(2972)_SetNr(1012)_WiT_Level(-15)_Complexity(6)_Time(212)_SongNr(26).wav,b_item368_set154_wit_lvl-15_comp6_t170_song21
b_item2972_set1012_wit_lvl0_comp6_t212_song26.wav,150,72,18,1,1,25,16,0,Bass,6,yes,212,26,Dead_Milkmen-Prisoners_Cinema,no,2.086082357,0.43384494,0.997392447,-0.356929016,-0.356929016,-0.070315977,349,53,9349201,9437400,212,214,0,1,0,1,1,0,0,1,1,1,0,yes,yes,yes,no,2972,Bass_ItemNr(2972)_SetNr(1012)_WiT_Level(0)_Complexity(6)_Time(212)_SongNr(26).wav,b_item368_set154_wit_lvl0_comp6_t170_song21
